instance_id,pair_id,text1_lang,text2_lang,text1,text2,label
dico_phrasis_0001260__eu-es__flipped,dico_phrasis_0001260,eu,es,gizon heldu bat,un varón adulto,EQUIVALENCE
dico_phrasis_0001260__eu-es__original,dico_phrasis_0001260,eu,es,gizonezko heldu bat,Un hombre adulto,EQUIVALENCE
dico_phrasis_0001261__en-es__flipped,dico_phrasis_0001261,en,es,at the train station,en la terminal ferroviaria,EQUIVALENCE
dico_phrasis_0001261__en-es__original,dico_phrasis_0001261,en,es,at the rail-transport terminal,en la estación de tren,EQUIVALENCE
dico_phrasis_0001261__en-eu__flipped,dico_phrasis_0001261,en,eu,at the train station,tren-garraioko terminalean,EQUIVALENCE
dico_phrasis_0001261__en-eu__original,dico_phrasis_0001261,en,eu,at the rail-transport terminal,tren-geltokian,EQUIVALENCE
dico_phrasis_0001261__es-en__flipped,dico_phrasis_0001261,es,en,en la estación de tren,at the rail-transport terminal,EQUIVALENCE
dico_phrasis_0001261__es-en__original,dico_phrasis_0001261,es,en,en la terminal ferroviaria,at the train station,EQUIVALENCE
dico_phrasis_0001261__es-eu__flipped,dico_phrasis_0001261,es,eu,en la estación de tren,tren-garraioko terminalean,EQUIVALENCE
dico_phrasis_0001261__es-eu__original,dico_phrasis_0001261,es,eu,en la terminal ferroviaria,tren-geltokian,EQUIVALENCE
dico_phrasis_0001261__eu-en__flipped,dico_phrasis_0001261,eu,en,tren-geltokian,at the rail-transport terminal,EQUIVALENCE
dico_phrasis_0001261__eu-en__original,dico_phrasis_0001261,eu,en,tren-garraioko terminalean,at the train station,EQUIVALENCE
dico_phrasis_0001261__eu-es__flipped,dico_phrasis_0001261,eu,es,tren-geltokian,en la terminal ferroviaria,EQUIVALENCE
dico_phrasis_0001261__eu-es__original,dico_phrasis_0001261,eu,es,tren-garraioko terminalean,en la estación de tren,EQUIVALENCE
dico_phrasis_0001262__en-es__flipped,dico_phrasis_0001262,en,es,The train,el transporte ferroviario,EQUIVALENCE
dico_phrasis_0001262__en-es__original,dico_phrasis_0001262,en,es,the rail conveyance,El tren,EQUIVALENCE
dico_phrasis_0001262__en-eu__flipped,dico_phrasis_0001262,en,eu,The train,trenbideko garraiobidea,EQUIVALENCE
dico_phrasis_0001262__en-eu__original,dico_phrasis_0001262,en,eu,the rail conveyance,Trena,EQUIVALENCE
dico_phrasis_0001262__es-en__flipped,dico_phrasis_0001262,es,en,El tren,the rail conveyance,EQUIVALENCE
dico_phrasis_0001262__es-en__original,dico_phrasis_0001262,es,en,el transporte ferroviario,The train,EQUIVALENCE
dico_phrasis_0001262__es-eu__flipped,dico_phrasis_0001262,es,eu,El tren,trenbideko garraiobidea,EQUIVALENCE
dico_phrasis_0001262__es-eu__original,dico_phrasis_0001262,es,eu,el transporte ferroviario,Trena,EQUIVALENCE
dico_phrasis_0001262__eu-en__flipped,dico_phrasis_0001262,eu,en,Trena,the rail conveyance,EQUIVALENCE
dico_phrasis_0001262__eu-en__original,dico_phrasis_0001262,eu,en,trenbideko garraiobidea,The train,EQUIVALENCE
dico_phrasis_0001262__eu-es__flipped,dico_phrasis_0001262,eu,es,Trena,el transporte ferroviario,EQUIVALENCE
dico_phrasis_0001262__eu-es__original,dico_phrasis_0001262,eu,es,trenbideko garraiobidea,El tren,EQUIVALENCE
dico_phrasis_0001266__en-es__flipped,dico_phrasis_0001266,en,es,Two dogs,el par de perros,EQUIVALENCE
dico_phrasis_0001266__en-es__original,dico_phrasis_0001266,en,es,the pair of canines,dos perros,EQUIVALENCE
dico_phrasis_0001266__en-eu__flipped,dico_phrasis_0001266,en,eu,Two dogs,txakur-bikotea,EQUIVALENCE
dico_phrasis_0001266__en-eu__original,dico_phrasis_0001266,en,eu,the pair of canines,bi txakur,EQUIVALENCE
dico_phrasis_0001266__es-en__flipped,dico_phrasis_0001266,es,en,dos perros,the pair of canines,EQUIVALENCE
dico_phrasis_0001266__es-en__original,dico_phrasis_0001266,es,en,el par de perros,Two dogs,EQUIVALENCE
dico_phrasis_0001266__es-eu__flipped,dico_phrasis_0001266,es,eu,dos perros,txakur-bikotea,EQUIVALENCE
dico_phrasis_0001266__es-eu__original,dico_phrasis_0001266,es,eu,el par de perros,bi txakur,EQUIVALENCE
dico_phrasis_0001266__eu-en__flipped,dico_phrasis_0001266,eu,en,bi txakur,the pair of canines,EQUIVALENCE
dico_phrasis_0001266__eu-en__original,dico_phrasis_0001266,eu,en,txakur-bikotea,Two dogs,EQUIVALENCE
dico_phrasis_0001266__eu-es__flipped,dico_phrasis_0001266,eu,es,bi txakur,el par de perros,EQUIVALENCE
dico_phrasis_0001266__eu-es__original,dico_phrasis_0001266,eu,es,txakur-bikotea,dos perros,EQUIVALENCE
dico_phrasis_0001268__en-es__flipped,dico_phrasis_0001268,en,es,This is a black and white picture,Una foto en blanco y negro,EQUIVALENCE
dico_phrasis_0001268__en-es__original,dico_phrasis_0001268,en,es,A black and white photo,Esta es una imagen en blanco y negro,EQUIVALENCE
dico_phrasis_0001268__en-eu__flipped,dico_phrasis_0001268,en,eu,This is a black and white picture,Zuri-beltzeko argazki bat,EQUIVALENCE
dico_phrasis_0001268__en-eu__original,dico_phrasis_0001268,en,eu,A black and white photo,Hau zuri-beltzeko argazki bat da,EQUIVALENCE
dico_phrasis_0001268__es-en__flipped,dico_phrasis_0001268,es,en,Esta es una imagen en blanco y negro,A black and white photo,EQUIVALENCE
dico_phrasis_0001268__es-en__original,dico_phrasis_0001268,es,en,Una foto en blanco y negro,This is a black and white picture,EQUIVALENCE
dico_phrasis_0001268__es-eu__flipped,dico_phrasis_0001268,es,eu,Esta es una imagen en blanco y negro,Zuri-beltzeko argazki bat,EQUIVALENCE
dico_phrasis_0001268__es-eu__original,dico_phrasis_0001268,es,eu,Una foto en blanco y negro,Hau zuri-beltzeko argazki bat da,EQUIVALENCE
dico_phrasis_0001268__eu-en__flipped,dico_phrasis_0001268,eu,en,Hau zuri-beltzeko argazki bat da,A black and white photo,EQUIVALENCE
dico_phrasis_0001268__eu-en__original,dico_phrasis_0001268,eu,en,Zuri-beltzeko argazki bat,This is a black and white picture,EQUIVALENCE
dico_phrasis_0001268__eu-es__flipped,dico_phrasis_0001268,eu,es,Hau zuri-beltzeko argazki bat da,Una foto en blanco y negro,EQUIVALENCE
dico_phrasis_0001268__eu-es__original,dico_phrasis_0001268,eu,es,Zuri-beltzeko argazki bat,Esta es una imagen en blanco y negro,EQUIVALENCE
dico_phrasis_0001269__en-es__flipped,dico_phrasis_0001269,en,es,on motorbikes,en motocicletas,EQUIVALENCE
dico_phrasis_0001269__en-es__original,dico_phrasis_0001269,en,es,on motorcycles,en motos,EQUIVALENCE
dico_phrasis_0001269__en-eu__flipped,dico_phrasis_0001269,en,eu,on motorbikes,motozikletetan,EQUIVALENCE
dico_phrasis_0001269__en-eu__original,dico_phrasis_0001269,en,eu,on motorcycles,motorretan,EQUIVALENCE
dico_phrasis_0001269__es-en__flipped,dico_phrasis_0001269,es,en,en motos,on motorcycles,EQUIVALENCE
dico_phrasis_0001269__es-en__original,dico_phrasis_0001269,es,en,en motocicletas,on motorbikes,EQUIVALENCE
dico_phrasis_0001269__es-eu__flipped,dico_phrasis_0001269,es,eu,en motos,motozikletetan,EQUIVALENCE
dico_phrasis_0001269__es-eu__original,dico_phrasis_0001269,es,eu,en motocicletas,motorretan,EQUIVALENCE
dico_phrasis_0001269__eu-en__flipped,dico_phrasis_0001269,eu,en,motorretan,on motorcycles,EQUIVALENCE
dico_phrasis_0001269__eu-en__original,dico_phrasis_0001269,eu,en,motozikletetan,on motorbikes,EQUIVALENCE
dico_phrasis_0001269__eu-es__flipped,dico_phrasis_0001269,eu,es,motorretan,en motocicletas,EQUIVALENCE
dico_phrasis_0001269__eu-es__original,dico_phrasis_0001269,eu,es,motozikletetan,en motos,EQUIVALENCE
dico_phrasis_0001272__en-es__flipped,dico_phrasis_0001272,en,es,A man,Un tipo,EQUIVALENCE
dico_phrasis_0001272__en-es__original,dico_phrasis_0001272,en,es,A guy,Un hombre,EQUIVALENCE
dico_phrasis_0001272__en-eu__flipped,dico_phrasis_0001272,en,eu,A man,Mutil bat,EQUIVALENCE
dico_phrasis_0001272__en-eu__original,dico_phrasis_0001272,en,eu,A guy,Gizon bat,EQUIVALENCE
dico_phrasis_0001272__es-en__flipped,dico_phrasis_0001272,es,en,Un hombre,A guy,EQUIVALENCE
dico_phrasis_0001272__es-en__original,dico_phrasis_0001272,es,en,Un tipo,A man,EQUIVALENCE
dico_phrasis_0001272__es-eu__flipped,dico_phrasis_0001272,es,eu,Un hombre,Mutil bat,EQUIVALENCE
dico_phrasis_0001272__es-eu__original,dico_phrasis_0001272,es,eu,Un tipo,Gizon bat,EQUIVALENCE
dico_phrasis_0001272__eu-en__flipped,dico_phrasis_0001272,eu,en,Gizon bat,A guy,EQUIVALENCE
dico_phrasis_0001272__eu-en__original,dico_phrasis_0001272,eu,en,Mutil bat,A man,EQUIVALENCE
dico_phrasis_0001272__eu-es__flipped,dico_phrasis_0001272,eu,es,Gizon bat,Un tipo,EQUIVALENCE
dico_phrasis_0001272__eu-es__original,dico_phrasis_0001272,eu,es,Mutil bat,Un hombre,EQUIVALENCE
dico_phrasis_0001273__en-es__flipped,dico_phrasis_0001273,en,es,a black and white cow,un bovino de pelaje blanco y negro,EQUIVALENCE
dico_phrasis_0001273__en-es__original,dico_phrasis_0001273,en,es,a bovine with black-and-white coloring,una vaca blanca y negra,EQUIVALENCE
dico_phrasis_0001273__en-eu__flipped,dico_phrasis_0001273,en,eu,a black and white cow,kolore beltz-zuriko behi bat,EQUIVALENCE
dico_phrasis_0001273__en-eu__original,dico_phrasis_0001273,en,eu,a bovine with black-and-white coloring,behi beltz-zuri bat,EQUIVALENCE
dico_phrasis_0001273__es-en__flipped,dico_phrasis_0001273,es,en,una vaca blanca y negra,a bovine with black-and-white coloring,EQUIVALENCE
dico_phrasis_0001273__es-en__original,dico_phrasis_0001273,es,en,un bovino de pelaje blanco y negro,a black and white cow,EQUIVALENCE
dico_phrasis_0001273__es-eu__flipped,dico_phrasis_0001273,es,eu,una vaca blanca y negra,kolore beltz-zuriko behi bat,EQUIVALENCE
dico_phrasis_0001273__es-eu__original,dico_phrasis_0001273,es,eu,un bovino de pelaje blanco y negro,behi beltz-zuri bat,EQUIVALENCE
dico_phrasis_0001273__eu-en__flipped,dico_phrasis_0001273,eu,en,behi beltz-zuri bat,a bovine with black-and-white coloring,EQUIVALENCE
dico_phrasis_0001273__eu-en__original,dico_phrasis_0001273,eu,en,kolore beltz-zuriko behi bat,a black and white cow,EQUIVALENCE
dico_phrasis_0001273__eu-es__flipped,dico_phrasis_0001273,eu,es,behi beltz-zuri bat,un bovino de pelaje blanco y negro,EQUIVALENCE
dico_phrasis_0001273__eu-es__original,dico_phrasis_0001273,eu,es,kolore beltz-zuriko behi bat,una vaca blanca y negra,EQUIVALENCE
dico_phrasis_0001274__en-es__flipped,dico_phrasis_0001274,en,es,sit,están sentados,EQUIVALENCE
dico_phrasis_0001274__en-es__original,dico_phrasis_0001274,en,es,are sitting,se sientan,EQUIVALENCE
dico_phrasis_0001274__en-eu__flipped,dico_phrasis_0001274,en,eu,sit,eserita daude,EQUIVALENCE
dico_phrasis_0001274__en-eu__original,dico_phrasis_0001274,en,eu,are sitting,eseri,EQUIVALENCE
dico_phrasis_0001274__es-en__flipped,dico_phrasis_0001274,es,en,se sientan,are sitting,EQUIVALENCE
dico_phrasis_0001274__es-en__original,dico_phrasis_0001274,es,en,están sentados,sit,EQUIVALENCE
dico_phrasis_0001274__es-eu__flipped,dico_phrasis_0001274,es,eu,se sientan,eserita daude,EQUIVALENCE
dico_phrasis_0001274__es-eu__original,dico_phrasis_0001274,es,eu,están sentados,eseri,EQUIVALENCE
dico_phrasis_0001274__eu-en__flipped,dico_phrasis_0001274,eu,en,eseri,are sitting,EQUIVALENCE
dico_phrasis_0001274__eu-en__original,dico_phrasis_0001274,eu,en,eserita daude,sit,EQUIVALENCE
dico_phrasis_0001274__eu-es__flipped,dico_phrasis_0001274,eu,es,eseri,están sentados,EQUIVALENCE
dico_phrasis_0001274__eu-es__original,dico_phrasis_0001274,eu,es,eserita daude,se sientan,EQUIVALENCE
dico_phrasis_0001276__en-es__flipped,dico_phrasis_0001276,en,es,are perched,descansando en lugares elevados,EQUIVALENCE
dico_phrasis_0001276__en-es__original,dico_phrasis_0001276,en,es,resting on elevated spots,están posados,EQUIVALENCE
dico_phrasis_0001276__en-eu__flipped,dico_phrasis_0001276,en,eu,are perched,toki garaietan pausatuta,EQUIVALENCE
dico_phrasis_0001276__en-eu__original,dico_phrasis_0001276,en,eu,resting on elevated spots,goian pausatuta daude,EQUIVALENCE
dico_phrasis_0001276__es-en__flipped,dico_phrasis_0001276,es,en,están posados,resting on elevated spots,EQUIVALENCE
dico_phrasis_0001276__es-en__original,dico_phrasis_0001276,es,en,descansando en lugares elevados,are perched,EQUIVALENCE
dico_phrasis_0001276__es-eu__flipped,dico_phrasis_0001276,es,eu,están posados,toki garaietan pausatuta,EQUIVALENCE
dico_phrasis_0001276__es-eu__original,dico_phrasis_0001276,es,eu,descansando en lugares elevados,goian pausatuta daude,EQUIVALENCE
dico_phrasis_0001276__eu-en__flipped,dico_phrasis_0001276,eu,en,goian pausatuta daude,resting on elevated spots,EQUIVALENCE
dico_phrasis_0001276__eu-en__original,dico_phrasis_0001276,eu,en,toki garaietan pausatuta,are perched,EQUIVALENCE
dico_phrasis_0001276__eu-es__flipped,dico_phrasis_0001276,eu,es,goian pausatuta daude,descansando en lugares elevados,EQUIVALENCE
dico_phrasis_0001276__eu-es__original,dico_phrasis_0001276,eu,es,toki garaietan pausatuta,están posados,EQUIVALENCE
dico_phrasis_0001278__en-es__flipped,dico_phrasis_0001278,en,es,An aeromexico silver plane,Un avión de pasajeros plateado de Aeroméxico,EQUIVALENCE
dico_phrasis_0001278__en-es__original,dico_phrasis_0001278,en,es,A silver AreoMexico Jet Liner,Un avión plateado de Aeroméxico,EQUIVALENCE
dico_phrasis_0001278__en-eu__flipped,dico_phrasis_0001278,en,eu,An aeromexico silver plane,AreoMexico zilarrezko hegazkin komertzial bat,EQUIVALENCE
dico_phrasis_0001278__en-eu__original,dico_phrasis_0001278,en,eu,A silver AreoMexico Jet Liner,Aeromexicoko zilarrezko hegazkin bat,EQUIVALENCE
dico_phrasis_0001278__es-en__flipped,dico_phrasis_0001278,es,en,Un avión plateado de Aeroméxico,A silver AreoMexico Jet Liner,EQUIVALENCE
dico_phrasis_0001278__es-en__original,dico_phrasis_0001278,es,en,Un avión de pasajeros plateado de Aeroméxico,An aeromexico silver plane,EQUIVALENCE
dico_phrasis_0001278__es-eu__flipped,dico_phrasis_0001278,es,eu,Un avión plateado de Aeroméxico,AreoMexico zilarrezko hegazkin komertzial bat,EQUIVALENCE
dico_phrasis_0001278__es-eu__original,dico_phrasis_0001278,es,eu,Un avión de pasajeros plateado de Aeroméxico,Aeromexicoko zilarrezko hegazkin bat,EQUIVALENCE
dico_phrasis_0001278__eu-en__flipped,dico_phrasis_0001278,eu,en,Aeromexicoko zilarrezko hegazkin bat,A silver AreoMexico Jet Liner,EQUIVALENCE
dico_phrasis_0001278__eu-en__original,dico_phrasis_0001278,eu,en,AreoMexico zilarrezko hegazkin komertzial bat,An aeromexico silver plane,EQUIVALENCE
dico_phrasis_0001278__eu-es__flipped,dico_phrasis_0001278,eu,es,Aeromexicoko zilarrezko hegazkin bat,Un avión de pasajeros plateado de Aeroméxico,EQUIVALENCE
dico_phrasis_0001278__eu-es__original,dico_phrasis_0001278,eu,es,AreoMexico zilarrezko hegazkin komertzial bat,Un avión plateado de Aeroméxico,EQUIVALENCE
dico_phrasis_0001280__en-es__flipped,dico_phrasis_0001280,en,es,Man,el hombre adulto,EQUIVALENCE
dico_phrasis_0001280__en-es__original,dico_phrasis_0001280,en,es,the adult male,Hombre,EQUIVALENCE
dico_phrasis_0001280__en-eu__flipped,dico_phrasis_0001280,en,eu,Man,gizonezko heldua,EQUIVALENCE
dico_phrasis_0001280__en-eu__original,dico_phrasis_0001280,en,eu,the adult male,Gizona,EQUIVALENCE
dico_phrasis_0001280__es-en__flipped,dico_phrasis_0001280,es,en,Hombre,the adult male,EQUIVALENCE
dico_phrasis_0001280__es-en__original,dico_phrasis_0001280,es,en,el hombre adulto,Man,EQUIVALENCE
dico_phrasis_0001280__es-eu__flipped,dico_phrasis_0001280,es,eu,Hombre,gizonezko heldua,EQUIVALENCE
dico_phrasis_0001280__es-eu__original,dico_phrasis_0001280,es,eu,el hombre adulto,Gizona,EQUIVALENCE
dico_phrasis_0001280__eu-en__flipped,dico_phrasis_0001280,eu,en,Gizona,the adult male,EQUIVALENCE
dico_phrasis_0001280__eu-en__original,dico_phrasis_0001280,eu,en,gizonezko heldua,Man,EQUIVALENCE
dico_phrasis_0001280__eu-es__flipped,dico_phrasis_0001280,eu,es,Gizona,el hombre adulto,EQUIVALENCE
dico_phrasis_0001280__eu-es__original,dico_phrasis_0001280,eu,es,gizonezko heldua,Hombre,EQUIVALENCE
dico_phrasis_0001283__en-es__flipped,dico_phrasis_0001283,en,es,holding,seguir sujetando,EQUIVALENCE
dico_phrasis_0001283__en-es__original,dico_phrasis_0001283,en,es,keeping hold of,sujetar,EQUIVALENCE
dico_phrasis_0001283__en-eu__flipped,dico_phrasis_0001283,en,eu,holding,helduta edukitzen,EQUIVALENCE
dico_phrasis_0001283__en-eu__original,dico_phrasis_0001283,en,eu,keeping hold of,eusten,EQUIVALENCE
dico_phrasis_0001283__es-en__flipped,dico_phrasis_0001283,es,en,sujetar,keeping hold of,EQUIVALENCE
dico_phrasis_0001283__es-en__original,dico_phrasis_0001283,es,en,seguir sujetando,holding,EQUIVALENCE
dico_phrasis_0001283__es-eu__flipped,dico_phrasis_0001283,es,eu,sujetar,helduta edukitzen,EQUIVALENCE
dico_phrasis_0001283__es-eu__original,dico_phrasis_0001283,es,eu,seguir sujetando,eusten,EQUIVALENCE
dico_phrasis_0001283__eu-en__flipped,dico_phrasis_0001283,eu,en,eusten,keeping hold of,EQUIVALENCE
dico_phrasis_0001283__eu-en__original,dico_phrasis_0001283,eu,en,helduta edukitzen,holding,EQUIVALENCE
dico_phrasis_0001283__eu-es__flipped,dico_phrasis_0001283,eu,es,eusten,seguir sujetando,EQUIVALENCE
dico_phrasis_0001283__eu-es__original,dico_phrasis_0001283,eu,es,helduta edukitzen,sujetar,EQUIVALENCE
dico_phrasis_0001284__en-es__flipped,dico_phrasis_0001284,en,es,in a clothing store,dentro de una tienda de ropa,EQUIVALENCE
dico_phrasis_0001284__en-es__original,dico_phrasis_0001284,en,es,inside an apparel shop,en una tienda de ropa,EQUIVALENCE
dico_phrasis_0001284__en-eu__flipped,dico_phrasis_0001284,en,eu,in a clothing store,arropa-denda baten barruan,EQUIVALENCE
dico_phrasis_0001284__en-eu__original,dico_phrasis_0001284,en,eu,inside an apparel shop,arropa-denda batean,EQUIVALENCE
dico_phrasis_0001284__es-en__flipped,dico_phrasis_0001284,es,en,en una tienda de ropa,inside an apparel shop,EQUIVALENCE
dico_phrasis_0001284__es-en__original,dico_phrasis_0001284,es,en,dentro de una tienda de ropa,in a clothing store,EQUIVALENCE
dico_phrasis_0001284__es-eu__flipped,dico_phrasis_0001284,es,eu,en una tienda de ropa,arropa-denda baten barruan,EQUIVALENCE
dico_phrasis_0001284__es-eu__original,dico_phrasis_0001284,es,eu,dentro de una tienda de ropa,arropa-denda batean,EQUIVALENCE
dico_phrasis_0001284__eu-en__flipped,dico_phrasis_0001284,eu,en,arropa-denda batean,inside an apparel shop,EQUIVALENCE
dico_phrasis_0001284__eu-en__original,dico_phrasis_0001284,eu,en,arropa-denda baten barruan,in a clothing store,EQUIVALENCE
dico_phrasis_0001284__eu-es__flipped,dico_phrasis_0001284,eu,es,arropa-denda batean,dentro de una tienda de ropa,EQUIVALENCE
dico_phrasis_0001284__eu-es__original,dico_phrasis_0001284,eu,es,arropa-denda baten barruan,en una tienda de ropa,EQUIVALENCE
dico_phrasis_0001285__en-es__flipped,dico_phrasis_0001285,en,es,is peeking out,asoma,EQUIVALENCE
dico_phrasis_0001285__en-es__original,dico_phrasis_0001285,en,es,peaks out,está asomándose,EQUIVALENCE
dico_phrasis_0001285__en-eu__flipped,dico_phrasis_0001285,en,eu,is peeking out,kanpora begiratzen du,EQUIVALENCE
dico_phrasis_0001285__en-eu__original,dico_phrasis_0001285,en,eu,peaks out,kanpora begira dago,EQUIVALENCE
dico_phrasis_0001285__es-en__flipped,dico_phrasis_0001285,es,en,está asomándose,peaks out,EQUIVALENCE
dico_phrasis_0001285__es-en__original,dico_phrasis_0001285,es,en,asoma,is peeking out,EQUIVALENCE
dico_phrasis_0001285__es-eu__flipped,dico_phrasis_0001285,es,eu,está asomándose,kanpora begiratzen du,EQUIVALENCE
dico_phrasis_0001285__es-eu__original,dico_phrasis_0001285,es,eu,asoma,kanpora begira dago,EQUIVALENCE
dico_phrasis_0001285__eu-en__flipped,dico_phrasis_0001285,eu,en,kanpora begira dago,peaks out,EQUIVALENCE
dico_phrasis_0001285__eu-en__original,dico_phrasis_0001285,eu,en,kanpora begiratzen du,is peeking out,EQUIVALENCE
dico_phrasis_0001285__eu-es__flipped,dico_phrasis_0001285,eu,es,kanpora begira dago,asoma,EQUIVALENCE
dico_phrasis_0001285__eu-es__original,dico_phrasis_0001285,eu,es,kanpora begiratzen du,está asomándose,EQUIVALENCE
dico_phrasis_0001287__en-es__flipped,dico_phrasis_0001287,en,es,Older gentleman,Un hombre de edad avanzada,EQUIVALENCE
dico_phrasis_0001287__en-es__original,dico_phrasis_0001287,en,es,An elderly man,Un caballero mayor,EQUIVALENCE
dico_phrasis_0001287__en-eu__flipped,dico_phrasis_0001287,en,eu,Older gentleman,Adineko gizon bat,EQUIVALENCE
dico_phrasis_0001287__en-eu__original,dico_phrasis_0001287,en,eu,An elderly man,Adineko jaun bat,EQUIVALENCE
dico_phrasis_0001287__es-en__flipped,dico_phrasis_0001287,es,en,Un caballero mayor,An elderly man,EQUIVALENCE
dico_phrasis_0001287__es-en__original,dico_phrasis_0001287,es,en,Un hombre de edad avanzada,Older gentleman,EQUIVALENCE
dico_phrasis_0001287__es-eu__flipped,dico_phrasis_0001287,es,eu,Un caballero mayor,Adineko gizon bat,EQUIVALENCE
dico_phrasis_0001287__es-eu__original,dico_phrasis_0001287,es,eu,Un hombre de edad avanzada,Adineko jaun bat,EQUIVALENCE
dico_phrasis_0001287__eu-en__flipped,dico_phrasis_0001287,eu,en,Adineko jaun bat,An elderly man,EQUIVALENCE
dico_phrasis_0001287__eu-en__original,dico_phrasis_0001287,eu,en,Adineko gizon bat,Older gentleman,EQUIVALENCE
dico_phrasis_0001287__eu-es__flipped,dico_phrasis_0001287,eu,es,Adineko jaun bat,Un hombre de edad avanzada,EQUIVALENCE
dico_phrasis_0001287__eu-es__original,dico_phrasis_0001287,eu,es,Adineko gizon bat,Un caballero mayor,EQUIVALENCE
dico_phrasis_0001288__en-es__flipped,dico_phrasis_0001288,en,es,in the water,ubicado en el agua,EQUIVALENCE
dico_phrasis_0001288__en-es__original,dico_phrasis_0001288,en,es,located within the water,en el agua,EQUIVALENCE
dico_phrasis_0001288__en-eu__flipped,dico_phrasis_0001288,en,eu,in the water,uraren barruan kokatua,EQUIVALENCE
dico_phrasis_0001288__en-eu__original,dico_phrasis_0001288,en,eu,located within the water,uretan,EQUIVALENCE
dico_phrasis_0001288__es-en__flipped,dico_phrasis_0001288,es,en,en el agua,located within the water,EQUIVALENCE
dico_phrasis_0001288__es-en__original,dico_phrasis_0001288,es,en,ubicado en el agua,in the water,EQUIVALENCE
dico_phrasis_0001288__es-eu__flipped,dico_phrasis_0001288,es,eu,en el agua,uraren barruan kokatua,EQUIVALENCE
dico_phrasis_0001288__es-eu__original,dico_phrasis_0001288,es,eu,ubicado en el agua,uretan,EQUIVALENCE
dico_phrasis_0001288__eu-en__flipped,dico_phrasis_0001288,eu,en,uretan,located within the water,EQUIVALENCE
dico_phrasis_0001288__eu-en__original,dico_phrasis_0001288,eu,en,uraren barruan kokatua,in the water,EQUIVALENCE
dico_phrasis_0001288__eu-es__flipped,dico_phrasis_0001288,eu,es,uretan,ubicado en el agua,EQUIVALENCE
dico_phrasis_0001288__eu-es__original,dico_phrasis_0001288,eu,es,uraren barruan kokatua,en el agua,EQUIVALENCE
dico_phrasis_0001289__en-es__flipped,dico_phrasis_0001289,en,es,at a building site,en una obra de construcción,EQUIVALENCE
dico_phrasis_0001289__en-es__original,dico_phrasis_0001289,en,es,at a construction site,en una obra,EQUIVALENCE
dico_phrasis_0001289__en-eu__flipped,dico_phrasis_0001289,en,eu,at a building site,eraikuntza-gune batean,EQUIVALENCE
dico_phrasis_0001289__en-eu__original,dico_phrasis_0001289,en,eu,at a construction site,obra-gune batean,EQUIVALENCE
dico_phrasis_0001289__es-en__flipped,dico_phrasis_0001289,es,en,en una obra,at a construction site,EQUIVALENCE
dico_phrasis_0001289__es-en__original,dico_phrasis_0001289,es,en,en una obra de construcción,at a building site,EQUIVALENCE
dico_phrasis_0001289__es-eu__flipped,dico_phrasis_0001289,es,eu,en una obra,eraikuntza-gune batean,EQUIVALENCE
dico_phrasis_0001289__es-eu__original,dico_phrasis_0001289,es,eu,en una obra de construcción,obra-gune batean,EQUIVALENCE
dico_phrasis_0001289__eu-en__flipped,dico_phrasis_0001289,eu,en,obra-gune batean,at a construction site,EQUIVALENCE
dico_phrasis_0001289__eu-en__original,dico_phrasis_0001289,eu,en,eraikuntza-gune batean,at a building site,EQUIVALENCE
dico_phrasis_0001289__eu-es__flipped,dico_phrasis_0001289,eu,es,obra-gune batean,en una obra de construcción,EQUIVALENCE
dico_phrasis_0001289__eu-es__original,dico_phrasis_0001289,eu,es,eraikuntza-gune batean,en una obra,EQUIVALENCE
dico_phrasis_0001292__en-es__flipped,dico_phrasis_0001292,en,es,in front of a ferris wheel,con una noria detrás,EQUIVALENCE
dico_phrasis_0001292__en-es__original,dico_phrasis_0001292,en,es,with a ferris wheel behind it,delante de una noria,EQUIVALENCE
dico_phrasis_0001292__en-eu__flipped,dico_phrasis_0001292,en,eu,in front of a ferris wheel,noria bat atzean duela,EQUIVALENCE
dico_phrasis_0001292__en-eu__original,dico_phrasis_0001292,en,eu,with a ferris wheel behind it,noria baten aurrean,EQUIVALENCE
dico_phrasis_0001292__es-en__flipped,dico_phrasis_0001292,es,en,delante de una noria,with a ferris wheel behind it,EQUIVALENCE
dico_phrasis_0001292__es-en__original,dico_phrasis_0001292,es,en,con una noria detrás,in front of a ferris wheel,EQUIVALENCE
dico_phrasis_0001292__es-eu__flipped,dico_phrasis_0001292,es,eu,delante de una noria,noria bat atzean duela,EQUIVALENCE
dico_phrasis_0001292__es-eu__original,dico_phrasis_0001292,es,eu,con una noria detrás,noria baten aurrean,EQUIVALENCE
dico_phrasis_0001292__eu-en__flipped,dico_phrasis_0001292,eu,en,noria baten aurrean,with a ferris wheel behind it,EQUIVALENCE
dico_phrasis_0001292__eu-en__original,dico_phrasis_0001292,eu,en,noria bat atzean duela,in front of a ferris wheel,EQUIVALENCE
dico_phrasis_0001292__eu-es__flipped,dico_phrasis_0001292,eu,es,noria baten aurrean,con una noria detrás,EQUIVALENCE
dico_phrasis_0001292__eu-es__original,dico_phrasis_0001292,eu,es,noria bat atzean duela,delante de una noria,EQUIVALENCE
dico_phrasis_0001293__en-es__flipped,dico_phrasis_0001293,en,es,on a dirt track,en un circuito de tierra,EQUIVALENCE
dico_phrasis_0001293__en-es__original,dico_phrasis_0001293,en,es,on a dirt course,en una pista de tierra,EQUIVALENCE
