instance_id,pair_id,text1_lang,text2_lang,text1,text2,reverse_pair_id,label
dico_phrasis_0000796__eu-en__flipped,dico_phrasis_0000796,eu,en,eskia egitea debekatzeko seinale baten atzean,behind a sign that prohibits skiing,dico_phrasis_0000796__en-eu__original,EQUIVALENCE
dico_phrasis_0000796__eu-en__original,dico_phrasis_0000796,eu,en,eskia egitea debekatzen duen seinale baten atzean,behind a no skiing sign,dico_phrasis_0000796__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000796__eu-es__flipped,dico_phrasis_0000796,eu,es,eskia egitea debekatzeko seinale baten atzean,detrás de una señal que prohíbe esquiar,dico_phrasis_0000796__es-eu__original,EQUIVALENCE
dico_phrasis_0000796__eu-es__original,dico_phrasis_0000796,eu,es,eskia egitea debekatzen duen seinale baten atzean,detrás de una señal de prohibido esquiar,dico_phrasis_0000796__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000797__en-es__flipped,dico_phrasis_0000797,en,es,A black and white dog,el canino de pelaje blanco y negro,dico_phrasis_0000797__es-en__original,EQUIVALENCE
dico_phrasis_0000797__en-es__original,dico_phrasis_0000797,en,es,the canine with black-and-white fur,un perro blanco y negro,dico_phrasis_0000797__es-en__flipped,EQUIVALENCE
dico_phrasis_0000797__en-eu__flipped,dico_phrasis_0000797,en,eu,A black and white dog,larru zuri-beltzeko txakurra,dico_phrasis_0000797__eu-en__original,EQUIVALENCE
dico_phrasis_0000797__en-eu__original,dico_phrasis_0000797,en,eu,the canine with black-and-white fur,txakur zuri-beltz bat,dico_phrasis_0000797__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000797__es-en__flipped,dico_phrasis_0000797,es,en,un perro blanco y negro,the canine with black-and-white fur,dico_phrasis_0000797__en-es__original,EQUIVALENCE
dico_phrasis_0000797__es-en__original,dico_phrasis_0000797,es,en,el canino de pelaje blanco y negro,A black and white dog,dico_phrasis_0000797__en-es__flipped,EQUIVALENCE
dico_phrasis_0000797__es-eu__flipped,dico_phrasis_0000797,es,eu,un perro blanco y negro,larru zuri-beltzeko txakurra,dico_phrasis_0000797__eu-es__original,EQUIVALENCE
dico_phrasis_0000797__es-eu__original,dico_phrasis_0000797,es,eu,el canino de pelaje blanco y negro,txakur zuri-beltz bat,dico_phrasis_0000797__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000797__eu-en__flipped,dico_phrasis_0000797,eu,en,txakur zuri-beltz bat,the canine with black-and-white fur,dico_phrasis_0000797__en-eu__original,EQUIVALENCE
dico_phrasis_0000797__eu-en__original,dico_phrasis_0000797,eu,en,larru zuri-beltzeko txakurra,A black and white dog,dico_phrasis_0000797__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000797__eu-es__flipped,dico_phrasis_0000797,eu,es,txakur zuri-beltz bat,el canino de pelaje blanco y negro,dico_phrasis_0000797__es-eu__original,EQUIVALENCE
dico_phrasis_0000797__eu-es__original,dico_phrasis_0000797,eu,es,larru zuri-beltzeko txakurra,un perro blanco y negro,dico_phrasis_0000797__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000798__en-es__flipped,dico_phrasis_0000798,en,es,in the snow,en la nieve blanca,dico_phrasis_0000798__es-en__original,EQUIVALENCE
dico_phrasis_0000798__en-es__original,dico_phrasis_0000798,en,es,in the white snow,en la nieve,dico_phrasis_0000798__es-en__flipped,EQUIVALENCE
dico_phrasis_0000798__en-eu__flipped,dico_phrasis_0000798,en,eu,in the snow,elur zurian,dico_phrasis_0000798__eu-en__original,EQUIVALENCE
dico_phrasis_0000798__en-eu__original,dico_phrasis_0000798,en,eu,in the white snow,elurretan,dico_phrasis_0000798__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000798__es-en__flipped,dico_phrasis_0000798,es,en,en la nieve,in the white snow,dico_phrasis_0000798__en-es__original,EQUIVALENCE
dico_phrasis_0000798__es-en__original,dico_phrasis_0000798,es,en,en la nieve blanca,in the snow,dico_phrasis_0000798__en-es__flipped,EQUIVALENCE
dico_phrasis_0000798__es-eu__flipped,dico_phrasis_0000798,es,eu,en la nieve,elur zurian,dico_phrasis_0000798__eu-es__original,EQUIVALENCE
dico_phrasis_0000798__es-eu__original,dico_phrasis_0000798,es,eu,en la nieve blanca,elurretan,dico_phrasis_0000798__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000798__eu-en__flipped,dico_phrasis_0000798,eu,en,elurretan,in the white snow,dico_phrasis_0000798__en-eu__original,EQUIVALENCE
dico_phrasis_0000798__eu-en__original,dico_phrasis_0000798,eu,en,elur zurian,in the snow,dico_phrasis_0000798__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000798__eu-es__flipped,dico_phrasis_0000798,eu,es,elurretan,en la nieve blanca,dico_phrasis_0000798__es-eu__original,EQUIVALENCE
dico_phrasis_0000798__eu-es__original,dico_phrasis_0000798,eu,es,elur zurian,en la nieve,dico_phrasis_0000798__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000799__en-es__flipped,dico_phrasis_0000799,en,es,at the beach,junto al mar,dico_phrasis_0000799__es-en__original,EQUIVALENCE
dico_phrasis_0000799__en-es__original,dico_phrasis_0000799,en,es,by the seaside,en la playa,dico_phrasis_0000799__es-en__flipped,EQUIVALENCE
dico_phrasis_0000799__en-eu__flipped,dico_phrasis_0000799,en,eu,at the beach,itsasertzean,dico_phrasis_0000799__eu-en__original,EQUIVALENCE
dico_phrasis_0000799__en-eu__original,dico_phrasis_0000799,en,eu,by the seaside,hondartzan,dico_phrasis_0000799__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000799__es-en__flipped,dico_phrasis_0000799,es,en,en la playa,by the seaside,dico_phrasis_0000799__en-es__original,EQUIVALENCE
dico_phrasis_0000799__es-en__original,dico_phrasis_0000799,es,en,junto al mar,at the beach,dico_phrasis_0000799__en-es__flipped,EQUIVALENCE
dico_phrasis_0000799__es-eu__flipped,dico_phrasis_0000799,es,eu,en la playa,itsasertzean,dico_phrasis_0000799__eu-es__original,EQUIVALENCE
dico_phrasis_0000799__es-eu__original,dico_phrasis_0000799,es,eu,junto al mar,hondartzan,dico_phrasis_0000799__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000799__eu-en__flipped,dico_phrasis_0000799,eu,en,hondartzan,by the seaside,dico_phrasis_0000799__en-eu__original,EQUIVALENCE
dico_phrasis_0000799__eu-en__original,dico_phrasis_0000799,eu,en,itsasertzean,at the beach,dico_phrasis_0000799__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000799__eu-es__flipped,dico_phrasis_0000799,eu,es,hondartzan,junto al mar,dico_phrasis_0000799__es-eu__original,EQUIVALENCE
dico_phrasis_0000799__eu-es__original,dico_phrasis_0000799,eu,es,itsasertzean,en la playa,dico_phrasis_0000799__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000800__en-es__flipped,dico_phrasis_0000800,en,es,A black and white dog,un canino de pelaje blanco y negro,dico_phrasis_0000800__es-en__original,EQUIVALENCE
dico_phrasis_0000800__en-es__original,dico_phrasis_0000800,en,es,a canine with black-and-white fur,un perro blanco y negro,dico_phrasis_0000800__es-en__flipped,EQUIVALENCE
dico_phrasis_0000800__en-eu__flipped,dico_phrasis_0000800,en,eu,A black and white dog,ile zuri-beltzeko txakur bat,dico_phrasis_0000800__eu-en__original,EQUIVALENCE
dico_phrasis_0000800__en-eu__original,dico_phrasis_0000800,en,eu,a canine with black-and-white fur,txakur zuri-beltz bat,dico_phrasis_0000800__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000800__es-en__flipped,dico_phrasis_0000800,es,en,un perro blanco y negro,a canine with black-and-white fur,dico_phrasis_0000800__en-es__original,EQUIVALENCE
dico_phrasis_0000800__es-en__original,dico_phrasis_0000800,es,en,un canino de pelaje blanco y negro,A black and white dog,dico_phrasis_0000800__en-es__flipped,EQUIVALENCE
dico_phrasis_0000800__es-eu__flipped,dico_phrasis_0000800,es,eu,un perro blanco y negro,ile zuri-beltzeko txakur bat,dico_phrasis_0000800__eu-es__original,EQUIVALENCE
dico_phrasis_0000800__es-eu__original,dico_phrasis_0000800,es,eu,un canino de pelaje blanco y negro,txakur zuri-beltz bat,dico_phrasis_0000800__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000800__eu-en__flipped,dico_phrasis_0000800,eu,en,txakur zuri-beltz bat,a canine with black-and-white fur,dico_phrasis_0000800__en-eu__original,EQUIVALENCE
dico_phrasis_0000800__eu-en__original,dico_phrasis_0000800,eu,en,ile zuri-beltzeko txakur bat,A black and white dog,dico_phrasis_0000800__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000800__eu-es__flipped,dico_phrasis_0000800,eu,es,txakur zuri-beltz bat,un canino de pelaje blanco y negro,dico_phrasis_0000800__es-eu__original,EQUIVALENCE
dico_phrasis_0000800__eu-es__original,dico_phrasis_0000800,eu,es,ile zuri-beltzeko txakur bat,un perro blanco y negro,dico_phrasis_0000800__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000804__en-es__flipped,dico_phrasis_0000804,en,es,upon an open field,en un campo,dico_phrasis_0000804__es-en__original,EQUIVALENCE
dico_phrasis_0000804__en-es__original,dico_phrasis_0000804,en,es,on a field,en un campo abierto,dico_phrasis_0000804__es-en__flipped,EQUIVALENCE
dico_phrasis_0000804__en-eu__flipped,dico_phrasis_0000804,en,eu,upon an open field,zelai batean,dico_phrasis_0000804__eu-en__original,EQUIVALENCE
dico_phrasis_0000804__en-eu__original,dico_phrasis_0000804,en,eu,on a field,zelai zabal batean,dico_phrasis_0000804__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000804__es-en__flipped,dico_phrasis_0000804,es,en,en un campo abierto,on a field,dico_phrasis_0000804__en-es__original,EQUIVALENCE
dico_phrasis_0000804__es-en__original,dico_phrasis_0000804,es,en,en un campo,upon an open field,dico_phrasis_0000804__en-es__flipped,EQUIVALENCE
dico_phrasis_0000804__es-eu__flipped,dico_phrasis_0000804,es,eu,en un campo abierto,zelai batean,dico_phrasis_0000804__eu-es__original,EQUIVALENCE
dico_phrasis_0000804__es-eu__original,dico_phrasis_0000804,es,eu,en un campo,zelai zabal batean,dico_phrasis_0000804__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000804__eu-en__flipped,dico_phrasis_0000804,eu,en,zelai zabal batean,on a field,dico_phrasis_0000804__en-eu__original,EQUIVALENCE
dico_phrasis_0000804__eu-en__original,dico_phrasis_0000804,eu,en,zelai batean,upon an open field,dico_phrasis_0000804__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000804__eu-es__flipped,dico_phrasis_0000804,eu,es,zelai zabal batean,en un campo,dico_phrasis_0000804__es-eu__original,EQUIVALENCE
dico_phrasis_0000804__eu-es__original,dico_phrasis_0000804,eu,es,zelai batean,en un campo abierto,dico_phrasis_0000804__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000806__en-es__flipped,dico_phrasis_0000806,en,es,leaps,está saltando,dico_phrasis_0000806__es-en__original,EQUIVALENCE
dico_phrasis_0000806__en-es__original,dico_phrasis_0000806,en,es,is jumping,salta,dico_phrasis_0000806__es-en__flipped,EQUIVALENCE
dico_phrasis_0000806__en-eu__flipped,dico_phrasis_0000806,en,eu,leaps,jauzi egiten ari da,dico_phrasis_0000806__eu-en__original,EQUIVALENCE
dico_phrasis_0000806__en-eu__original,dico_phrasis_0000806,en,eu,is jumping,jauzi egiten du,dico_phrasis_0000806__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000806__es-en__flipped,dico_phrasis_0000806,es,en,salta,is jumping,dico_phrasis_0000806__en-es__original,EQUIVALENCE
dico_phrasis_0000806__es-en__original,dico_phrasis_0000806,es,en,está saltando,leaps,dico_phrasis_0000806__en-es__flipped,EQUIVALENCE
dico_phrasis_0000806__es-eu__flipped,dico_phrasis_0000806,es,eu,salta,jauzi egiten ari da,dico_phrasis_0000806__eu-es__original,EQUIVALENCE
dico_phrasis_0000806__es-eu__original,dico_phrasis_0000806,es,eu,está saltando,jauzi egiten du,dico_phrasis_0000806__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000806__eu-en__flipped,dico_phrasis_0000806,eu,en,jauzi egiten du,is jumping,dico_phrasis_0000806__en-eu__original,EQUIVALENCE
dico_phrasis_0000806__eu-en__original,dico_phrasis_0000806,eu,en,jauzi egiten ari da,leaps,dico_phrasis_0000806__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000806__eu-es__flipped,dico_phrasis_0000806,eu,es,jauzi egiten du,está saltando,dico_phrasis_0000806__es-eu__original,EQUIVALENCE
dico_phrasis_0000806__eu-es__original,dico_phrasis_0000806,eu,es,jauzi egiten ari da,salta,dico_phrasis_0000806__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000807__en-es__flipped,dico_phrasis_0000807,en,es,moves up,sube,dico_phrasis_0000807__es-en__original,EQUIVALENCE
dico_phrasis_0000807__en-es__original,dico_phrasis_0000807,en,es,climbs,se desplaza hacia arriba,dico_phrasis_0000807__es-en__flipped,EQUIVALENCE
dico_phrasis_0000807__en-eu__flipped,dico_phrasis_0000807,en,eu,moves up,igotzen da,dico_phrasis_0000807__eu-en__original,EQUIVALENCE
dico_phrasis_0000807__en-eu__original,dico_phrasis_0000807,en,eu,climbs,gorantz mugitzen da,dico_phrasis_0000807__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000807__es-en__flipped,dico_phrasis_0000807,es,en,se desplaza hacia arriba,climbs,dico_phrasis_0000807__en-es__original,EQUIVALENCE
dico_phrasis_0000807__es-en__original,dico_phrasis_0000807,es,en,sube,moves up,dico_phrasis_0000807__en-es__flipped,EQUIVALENCE
dico_phrasis_0000807__es-eu__flipped,dico_phrasis_0000807,es,eu,se desplaza hacia arriba,igotzen da,dico_phrasis_0000807__eu-es__original,EQUIVALENCE
dico_phrasis_0000807__es-eu__original,dico_phrasis_0000807,es,eu,sube,gorantz mugitzen da,dico_phrasis_0000807__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000807__eu-en__flipped,dico_phrasis_0000807,eu,en,gorantz mugitzen da,climbs,dico_phrasis_0000807__en-eu__original,EQUIVALENCE
dico_phrasis_0000807__eu-en__original,dico_phrasis_0000807,eu,en,igotzen da,moves up,dico_phrasis_0000807__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000807__eu-es__flipped,dico_phrasis_0000807,eu,es,gorantz mugitzen da,sube,dico_phrasis_0000807__es-eu__original,EQUIVALENCE
dico_phrasis_0000807__eu-es__original,dico_phrasis_0000807,eu,es,igotzen da,se desplaza hacia arriba,dico_phrasis_0000807__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000810__en-es__flipped,dico_phrasis_0000810,en,es,run,está corriendo,dico_phrasis_0000810__es-en__original,EQUIVALENCE
dico_phrasis_0000810__en-es__original,dico_phrasis_0000810,en,es,is running,corre,dico_phrasis_0000810__es-en__flipped,EQUIVALENCE
dico_phrasis_0000810__en-eu__flipped,dico_phrasis_0000810,en,eu,run,korrika ari da,dico_phrasis_0000810__eu-en__original,EQUIVALENCE
dico_phrasis_0000810__en-eu__original,dico_phrasis_0000810,en,eu,is running,korrika dabil,dico_phrasis_0000810__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000810__es-en__flipped,dico_phrasis_0000810,es,en,corre,is running,dico_phrasis_0000810__en-es__original,EQUIVALENCE
dico_phrasis_0000810__es-en__original,dico_phrasis_0000810,es,en,está corriendo,run,dico_phrasis_0000810__en-es__flipped,EQUIVALENCE
dico_phrasis_0000810__es-eu__flipped,dico_phrasis_0000810,es,eu,corre,korrika ari da,dico_phrasis_0000810__eu-es__original,EQUIVALENCE
dico_phrasis_0000810__es-eu__original,dico_phrasis_0000810,es,eu,está corriendo,korrika dabil,dico_phrasis_0000810__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000810__eu-en__flipped,dico_phrasis_0000810,eu,en,korrika dabil,is running,dico_phrasis_0000810__en-eu__original,EQUIVALENCE
dico_phrasis_0000810__eu-en__original,dico_phrasis_0000810,eu,en,korrika ari da,run,dico_phrasis_0000810__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000810__eu-es__flipped,dico_phrasis_0000810,eu,es,korrika dabil,está corriendo,dico_phrasis_0000810__es-eu__original,EQUIVALENCE
dico_phrasis_0000810__eu-es__original,dico_phrasis_0000810,eu,es,korrika ari da,corre,dico_phrasis_0000810__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000812__en-es__flipped,dico_phrasis_0000812,en,es,across the grass,sobre la hierba,dico_phrasis_0000812__es-en__original,EQUIVALENCE
dico_phrasis_0000812__en-es__original,dico_phrasis_0000812,en,es,over grass,por la hierba,dico_phrasis_0000812__es-en__flipped,EQUIVALENCE
dico_phrasis_0000812__en-eu__flipped,dico_phrasis_0000812,en,eu,across the grass,belarraren gainetik,dico_phrasis_0000812__eu-en__original,EQUIVALENCE
dico_phrasis_0000812__en-eu__original,dico_phrasis_0000812,en,eu,over grass,belarrean zehar,dico_phrasis_0000812__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000812__es-en__flipped,dico_phrasis_0000812,es,en,por la hierba,over grass,dico_phrasis_0000812__en-es__original,EQUIVALENCE
dico_phrasis_0000812__es-en__original,dico_phrasis_0000812,es,en,sobre la hierba,across the grass,dico_phrasis_0000812__en-es__flipped,EQUIVALENCE
dico_phrasis_0000812__es-eu__flipped,dico_phrasis_0000812,es,eu,por la hierba,belarraren gainetik,dico_phrasis_0000812__eu-es__original,EQUIVALENCE
dico_phrasis_0000812__es-eu__original,dico_phrasis_0000812,es,eu,sobre la hierba,belarrean zehar,dico_phrasis_0000812__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000812__eu-en__flipped,dico_phrasis_0000812,eu,en,belarrean zehar,over grass,dico_phrasis_0000812__en-eu__original,EQUIVALENCE
dico_phrasis_0000812__eu-en__original,dico_phrasis_0000812,eu,en,belarraren gainetik,across the grass,dico_phrasis_0000812__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000812__eu-es__flipped,dico_phrasis_0000812,eu,es,belarrean zehar,sobre la hierba,dico_phrasis_0000812__es-eu__original,EQUIVALENCE
dico_phrasis_0000812__eu-es__original,dico_phrasis_0000812,eu,es,belarraren gainetik,por la hierba,dico_phrasis_0000812__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000813__en-es__flipped,dico_phrasis_0000813,en,es,A brown and white dog,Un perro blanco y marrón,dico_phrasis_0000813__es-en__original,EQUIVALENCE
dico_phrasis_0000813__en-es__original,dico_phrasis_0000813,en,es,A white and brown dog,Un perro marrón y blanco,dico_phrasis_0000813__es-en__flipped,EQUIVALENCE
dico_phrasis_0000813__en-eu__flipped,dico_phrasis_0000813,en,eu,A brown and white dog,Txakur zuri eta marroi bat,dico_phrasis_0000813__eu-en__original,EQUIVALENCE
dico_phrasis_0000813__en-eu__original,dico_phrasis_0000813,en,eu,A white and brown dog,Txakur marroi eta zuri bat,dico_phrasis_0000813__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000813__es-en__flipped,dico_phrasis_0000813,es,en,Un perro marrón y blanco,A white and brown dog,dico_phrasis_0000813__en-es__original,EQUIVALENCE
dico_phrasis_0000813__es-en__original,dico_phrasis_0000813,es,en,Un perro blanco y marrón,A brown and white dog,dico_phrasis_0000813__en-es__flipped,EQUIVALENCE
dico_phrasis_0000813__es-eu__flipped,dico_phrasis_0000813,es,eu,Un perro marrón y blanco,Txakur zuri eta marroi bat,dico_phrasis_0000813__eu-es__original,EQUIVALENCE
dico_phrasis_0000813__es-eu__original,dico_phrasis_0000813,es,eu,Un perro blanco y marrón,Txakur marroi eta zuri bat,dico_phrasis_0000813__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000813__eu-en__flipped,dico_phrasis_0000813,eu,en,Txakur marroi eta zuri bat,A white and brown dog,dico_phrasis_0000813__en-eu__original,EQUIVALENCE
dico_phrasis_0000813__eu-en__original,dico_phrasis_0000813,eu,en,Txakur zuri eta marroi bat,A brown and white dog,dico_phrasis_0000813__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000813__eu-es__flipped,dico_phrasis_0000813,eu,es,Txakur marroi eta zuri bat,Un perro blanco y marrón,dico_phrasis_0000813__es-eu__original,EQUIVALENCE
dico_phrasis_0000813__eu-es__original,dico_phrasis_0000813,eu,es,Txakur zuri eta marroi bat,Un perro marrón y blanco,dico_phrasis_0000813__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000814__en-es__flipped,dico_phrasis_0000814,en,es,in a batman costume,con un traje de Batman,dico_phrasis_0000814__es-en__original,EQUIVALENCE
dico_phrasis_0000814__en-es__original,dico_phrasis_0000814,en,es,in a batman suit,con un disfraz de Batman,dico_phrasis_0000814__es-en__flipped,EQUIVALENCE
dico_phrasis_0000814__en-eu__flipped,dico_phrasis_0000814,en,eu,in a batman costume,Batman jantzi batekin,dico_phrasis_0000814__eu-en__original,EQUIVALENCE
dico_phrasis_0000814__en-eu__original,dico_phrasis_0000814,en,eu,in a batman suit,Batman mozorro batekin,dico_phrasis_0000814__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000814__es-en__flipped,dico_phrasis_0000814,es,en,con un disfraz de Batman,in a batman suit,dico_phrasis_0000814__en-es__original,EQUIVALENCE
dico_phrasis_0000814__es-en__original,dico_phrasis_0000814,es,en,con un traje de Batman,in a batman costume,dico_phrasis_0000814__en-es__flipped,EQUIVALENCE
dico_phrasis_0000814__es-eu__flipped,dico_phrasis_0000814,es,eu,con un disfraz de Batman,Batman jantzi batekin,dico_phrasis_0000814__eu-es__original,EQUIVALENCE
dico_phrasis_0000814__es-eu__original,dico_phrasis_0000814,es,eu,con un traje de Batman,Batman mozorro batekin,dico_phrasis_0000814__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000814__eu-en__flipped,dico_phrasis_0000814,eu,en,Batman mozorro batekin,in a batman suit,dico_phrasis_0000814__en-eu__original,EQUIVALENCE
dico_phrasis_0000814__eu-en__original,dico_phrasis_0000814,eu,en,Batman jantzi batekin,in a batman costume,dico_phrasis_0000814__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000814__eu-es__flipped,dico_phrasis_0000814,eu,es,Batman mozorro batekin,con un traje de Batman,dico_phrasis_0000814__es-eu__original,EQUIVALENCE
dico_phrasis_0000814__eu-es__original,dico_phrasis_0000814,eu,es,Batman jantzi batekin,con un disfraz de Batman,dico_phrasis_0000814__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000818__en-es__flipped,dico_phrasis_0000818,en,es,is playing,juega,dico_phrasis_0000818__es-en__original,EQUIVALENCE
dico_phrasis_0000818__en-es__original,dico_phrasis_0000818,en,es,plays,está jugando,dico_phrasis_0000818__es-en__flipped,EQUIVALENCE
dico_phrasis_0000818__en-eu__flipped,dico_phrasis_0000818,en,eu,is playing,jokatzen du,dico_phrasis_0000818__eu-en__original,EQUIVALENCE
dico_phrasis_0000818__en-eu__original,dico_phrasis_0000818,en,eu,plays,jokatzen ari da,dico_phrasis_0000818__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000818__es-en__flipped,dico_phrasis_0000818,es,en,está jugando,plays,dico_phrasis_0000818__en-es__original,EQUIVALENCE
dico_phrasis_0000818__es-en__original,dico_phrasis_0000818,es,en,juega,is playing,dico_phrasis_0000818__en-es__flipped,EQUIVALENCE
dico_phrasis_0000818__es-eu__flipped,dico_phrasis_0000818,es,eu,está jugando,jokatzen du,dico_phrasis_0000818__eu-es__original,EQUIVALENCE
dico_phrasis_0000818__es-eu__original,dico_phrasis_0000818,es,eu,juega,jokatzen ari da,dico_phrasis_0000818__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000818__eu-en__flipped,dico_phrasis_0000818,eu,en,jokatzen ari da,plays,dico_phrasis_0000818__en-eu__original,EQUIVALENCE
dico_phrasis_0000818__eu-en__original,dico_phrasis_0000818,eu,en,jokatzen du,is playing,dico_phrasis_0000818__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000818__eu-es__flipped,dico_phrasis_0000818,eu,es,jokatzen ari da,juega,dico_phrasis_0000818__es-eu__original,EQUIVALENCE
dico_phrasis_0000818__eu-es__original,dico_phrasis_0000818,eu,es,jokatzen du,está jugando,dico_phrasis_0000818__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000819__en-es__flipped,dico_phrasis_0000819,en,es,eats,está comiendo,dico_phrasis_0000819__es-en__original,EQUIVALENCE
dico_phrasis_0000819__en-es__original,dico_phrasis_0000819,en,es,is eating,come,dico_phrasis_0000819__es-en__flipped,EQUIVALENCE
dico_phrasis_0000819__en-eu__flipped,dico_phrasis_0000819,en,eu,eats,jaten ari da,dico_phrasis_0000819__eu-en__original,EQUIVALENCE
dico_phrasis_0000819__en-eu__original,dico_phrasis_0000819,en,eu,is eating,jaten du,dico_phrasis_0000819__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000819__es-en__flipped,dico_phrasis_0000819,es,en,come,is eating,dico_phrasis_0000819__en-es__original,EQUIVALENCE
dico_phrasis_0000819__es-en__original,dico_phrasis_0000819,es,en,está comiendo,eats,dico_phrasis_0000819__en-es__flipped,EQUIVALENCE
dico_phrasis_0000819__es-eu__flipped,dico_phrasis_0000819,es,eu,come,jaten ari da,dico_phrasis_0000819__eu-es__original,EQUIVALENCE
dico_phrasis_0000819__es-eu__original,dico_phrasis_0000819,es,eu,está comiendo,jaten du,dico_phrasis_0000819__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000819__eu-en__flipped,dico_phrasis_0000819,eu,en,jaten du,is eating,dico_phrasis_0000819__en-eu__original,EQUIVALENCE
dico_phrasis_0000819__eu-en__original,dico_phrasis_0000819,eu,en,jaten ari da,eats,dico_phrasis_0000819__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000819__eu-es__flipped,dico_phrasis_0000819,eu,es,jaten du,está comiendo,dico_phrasis_0000819__es-eu__original,EQUIVALENCE
dico_phrasis_0000819__eu-es__original,dico_phrasis_0000819,eu,es,jaten ari da,come,dico_phrasis_0000819__es-eu__flipped,EQUIVALENCE
dico_phrasis_0000820__en-es__flipped,dico_phrasis_0000820,en,es,are playing,participando en un juego,dico_phrasis_0000820__es-en__original,EQUIVALENCE
dico_phrasis_0000820__en-es__original,dico_phrasis_0000820,en,es,engaging in play,están jugando,dico_phrasis_0000820__es-en__flipped,EQUIVALENCE
dico_phrasis_0000820__en-eu__flipped,dico_phrasis_0000820,en,eu,are playing,jolasean aritzea,dico_phrasis_0000820__eu-en__original,EQUIVALENCE
dico_phrasis_0000820__en-eu__original,dico_phrasis_0000820,en,eu,engaging in play,jolasean ari dira,dico_phrasis_0000820__eu-en__flipped,EQUIVALENCE
dico_phrasis_0000820__es-en__flipped,dico_phrasis_0000820,es,en,están jugando,engaging in play,dico_phrasis_0000820__en-es__original,EQUIVALENCE
dico_phrasis_0000820__es-en__original,dico_phrasis_0000820,es,en,participando en un juego,are playing,dico_phrasis_0000820__en-es__flipped,EQUIVALENCE
dico_phrasis_0000820__es-eu__flipped,dico_phrasis_0000820,es,eu,están jugando,jolasean aritzea,dico_phrasis_0000820__eu-es__original,EQUIVALENCE
dico_phrasis_0000820__es-eu__original,dico_phrasis_0000820,es,eu,participando en un juego,jolasean ari dira,dico_phrasis_0000820__eu-es__flipped,EQUIVALENCE
dico_phrasis_0000820__eu-en__flipped,dico_phrasis_0000820,eu,en,jolasean ari dira,engaging in play,dico_phrasis_0000820__en-eu__original,EQUIVALENCE
dico_phrasis_0000820__eu-en__original,dico_phrasis_0000820,eu,en,jolasean aritzea,are playing,dico_phrasis_0000820__en-eu__flipped,EQUIVALENCE
dico_phrasis_0000820__eu-es__flipped,dico_phrasis_0000820,eu,es,jolasean ari dira,participando en un juego,dico_phrasis_0000820__es-eu__original,EQUIVALENCE
