instance_id,pair_id,text1_lang,text2_lang,text1,text2
dico_phrasis_0001686__en-en__reverse,dico_phrasis_0001686,en,en,borders,its borders
dico_phrasis_0001687__en-en__forward,dico_phrasis_0001687,en,en,as new Australian PM,As Australia PM
dico_phrasis_0001687__en-en__reverse,dico_phrasis_0001687,en,en,As Australia PM,as new Australian PM
dico_phrasis_0001688__en-en__forward,dico_phrasis_0001688,en,en,Venezuela assembly,Assembly
dico_phrasis_0001688__en-en__reverse,dico_phrasis_0001688,en,en,Assembly,Venezuela assembly
dico_phrasis_0001698__en-en__forward,dico_phrasis_0001698,en,en,reach wealth-sharing deal,reach ` wealth deal '
dico_phrasis_0001698__en-en__reverse,dico_phrasis_0001698,en,en,reach ` wealth deal ',reach wealth-sharing deal
dico_phrasis_0001699__en-en__forward,dico_phrasis_0001699,en,en,Pro-Pak Taliban warlord,Taliban commander
dico_phrasis_0001699__en-en__reverse,dico_phrasis_0001699,en,en,Taliban commander,Pro-Pak Taliban warlord
dico_phrasis_0001713__en-en__forward,dico_phrasis_0001713,en,en,US stock futures,Stock futures
dico_phrasis_0001713__en-en__reverse,dico_phrasis_0001713,en,en,Stock futures,US stock futures
dico_phrasis_0001714__en-en__forward,dico_phrasis_0001714,en,en,Moscow meeting,meeting
dico_phrasis_0001714__en-en__reverse,dico_phrasis_0001714,en,en,meeting,Moscow meeting
dico_phrasis_0001718__en-en__forward,dico_phrasis_0001718,en,en,TV weatherman Fred Talbot,Weatherman Fred Talbot
dico_phrasis_0001718__en-en__reverse,dico_phrasis_0001718,en,en,Weatherman Fred Talbot,TV weatherman Fred Talbot
dico_phrasis_0001737__en-en__forward,dico_phrasis_0001737,en,en,At Least 66,At Least 47
dico_phrasis_0001737__en-en__reverse,dico_phrasis_0001737,en,en,At Least 47,At Least 66
dico_phrasis_0001739__en-en__forward,dico_phrasis_0001739,en,en,with a baby in his lap,holding a baby
dico_phrasis_0001739__en-en__reverse,dico_phrasis_0001739,en,en,holding a baby,with a baby in his lap
dico_phrasis_0001744__en-en__forward,dico_phrasis_0001744,en,en,with a red bicycle,with a bicycle
dico_phrasis_0001744__en-en__reverse,dico_phrasis_0001744,en,en,with a bicycle,with a red bicycle
dico_phrasis_0001746__en-en__forward,dico_phrasis_0001746,en,en,on a sidewalk,on the street
dico_phrasis_0001746__en-en__reverse,dico_phrasis_0001746,en,en,on the street,on a sidewalk
dico_phrasis_0001749__en-en__forward,dico_phrasis_0001749,en,en,in a black leather chair,on a leather chair
dico_phrasis_0001749__en-en__reverse,dico_phrasis_0001749,en,en,on a leather chair,in a black leather chair
dico_phrasis_0001755__en-en__forward,dico_phrasis_0001755,en,en,a small baby,a baby
dico_phrasis_0001755__en-en__reverse,dico_phrasis_0001755,en,en,a baby,a small baby
dico_phrasis_0001760__en-en__forward,dico_phrasis_0001760,en,en,underneath a chair,on the floor
dico_phrasis_0001760__en-en__reverse,dico_phrasis_0001760,en,en,on the floor,underneath a chair
dico_phrasis_0001761__en-en__forward,dico_phrasis_0001761,en,en,A small white cat,A white cat
dico_phrasis_0001761__en-en__reverse,dico_phrasis_0001761,en,en,A white cat,A small white cat
dico_phrasis_0001774__en-en__forward,dico_phrasis_0001774,en,en,with several computer monitors,with four computer monitors
dico_phrasis_0001774__en-en__reverse,dico_phrasis_0001774,en,en,with four computer monitors,with several computer monitors
dico_phrasis_0001777__en-en__forward,dico_phrasis_0001777,en,en,Living room or den,Living room
dico_phrasis_0001777__en-en__reverse,dico_phrasis_0001777,en,en,Living room,Living room or den
dico_phrasis_0001779__en-en__forward,dico_phrasis_0001779,en,en,an England street,the street
dico_phrasis_0001779__en-en__reverse,dico_phrasis_0001779,en,en,the street,an England street
dico_phrasis_0001780__en-en__forward,dico_phrasis_0001780,en,en,with wood cabinets and dining table,with wooden cabinets and furniture
dico_phrasis_0001780__en-en__reverse,dico_phrasis_0001780,en,en,with wooden cabinets and furniture,with wood cabinets and dining table
dico_phrasis_0001789__en-en__forward,dico_phrasis_0001789,en,en,Large white cruise ship,Large cruise ship
dico_phrasis_0001789__en-en__reverse,dico_phrasis_0001789,en,en,Large cruise ship,Large white cruise ship
dico_phrasis_0001794__en-en__forward,dico_phrasis_0001794,en,en,at barn animals,a sheep
dico_phrasis_0001794__en-en__reverse,dico_phrasis_0001794,en,en,a sheep,at barn animals
dico_phrasis_0001795__en-en__forward,dico_phrasis_0001795,en,en,at a long table,at a table
dico_phrasis_0001795__en-en__reverse,dico_phrasis_0001795,en,en,at a table,at a long table
dico_phrasis_0001814__en-en__forward,dico_phrasis_0001814,en,en,A man on a motorcycle,Motorcyclist
dico_phrasis_0001814__en-en__reverse,dico_phrasis_0001814,en,en,Motorcyclist,A man on a motorcycle
dico_phrasis_0001819__en-en__forward,dico_phrasis_0001819,en,en,A young blonde girl,A young girl
dico_phrasis_0001819__en-en__reverse,dico_phrasis_0001819,en,en,A young girl,A young blonde girl
dico_phrasis_0001821__en-en__forward,dico_phrasis_0001821,en,en,Two brown horses,Brown horse
dico_phrasis_0001821__en-en__reverse,dico_phrasis_0001821,en,en,Brown horse,Two brown horses
dico_phrasis_0001826__en-en__forward,dico_phrasis_0001826,en,en,near a small plane,a small airplane
dico_phrasis_0001826__en-en__reverse,dico_phrasis_0001826,en,en,a small airplane,near a small plane
dico_phrasis_0001827__en-en__forward,dico_phrasis_0001827,en,en,on a gloved hand,'s gloved hand
dico_phrasis_0001827__en-en__reverse,dico_phrasis_0001827,en,en,'s gloved hand,on a gloved hand
dico_phrasis_0001831__en-en__forward,dico_phrasis_0001831,en,en,A woman,A person
dico_phrasis_0001831__en-en__reverse,dico_phrasis_0001831,en,en,A person,A woman
dico_phrasis_0001834__en-en__forward,dico_phrasis_0001834,en,en,A man and two women,A man and women
dico_phrasis_0001834__en-en__reverse,dico_phrasis_0001834,en,en,A man and women,A man and two women
dico_phrasis_0001843__en-en__forward,dico_phrasis_0001843,en,en,in a street,street
dico_phrasis_0001843__en-en__reverse,dico_phrasis_0001843,en,en,street,in a street
dico_phrasis_0001850__en-en__forward,dico_phrasis_0001850,en,en,are sitting down,sitting
dico_phrasis_0001850__en-en__reverse,dico_phrasis_0001850,en,en,sitting,are sitting down
dico_phrasis_0001851__en-en__forward,dico_phrasis_0001851,en,en,A home office,Room
dico_phrasis_0001851__en-en__reverse,dico_phrasis_0001851,en,en,Room,A home office
dico_phrasis_0001858__en-en__forward,dico_phrasis_0001858,en,en,Blue couch and twin bed,Blue couch
dico_phrasis_0001858__en-en__reverse,dico_phrasis_0001858,en,en,Blue couch,Blue couch and twin bed
dico_phrasis_0001871__en-en__forward,dico_phrasis_0001871,en,en,A white Apple computer,An Apple computer
dico_phrasis_0001871__en-en__reverse,dico_phrasis_0001871,en,en,An Apple computer,A white Apple computer
dico_phrasis_0001873__en-en__forward,dico_phrasis_0001873,en,en,Red and white bus,A bus
dico_phrasis_0001873__en-en__reverse,dico_phrasis_0001873,en,en,A bus,Red and white bus
dico_phrasis_0001878__en-en__forward,dico_phrasis_0001878,en,en,on blue sofa,on the sofa
dico_phrasis_0001878__en-en__reverse,dico_phrasis_0001878,en,en,on the sofa,on blue sofa
dico_phrasis_0001880__en-en__forward,dico_phrasis_0001880,en,en,A black and white horned cow,a black and white cow
dico_phrasis_0001880__en-en__reverse,dico_phrasis_0001880,en,en,a black and white cow,A black and white horned cow
dico_phrasis_0001883__en-en__forward,dico_phrasis_0001883,en,en,A small brown birds,A small bird
dico_phrasis_0001883__en-en__reverse,dico_phrasis_0001883,en,en,A small bird,A small brown birds
dico_phrasis_0001885__en-en__forward,dico_phrasis_0001885,en,en,in a grassy field,in the field
dico_phrasis_0001885__en-en__reverse,dico_phrasis_0001885,en,en,in the field,in a grassy field
dico_phrasis_0001889__en-en__forward,dico_phrasis_0001889,en,en,A group of people,Four people
dico_phrasis_0001889__en-en__reverse,dico_phrasis_0001889,en,en,Four people,A group of people
dico_phrasis_0001891__en-en__forward,dico_phrasis_0001891,en,en,Two white horses,Two horses
dico_phrasis_0001891__en-en__reverse,dico_phrasis_0001891,en,en,Two horses,Two white horses
dico_phrasis_0001896__en-en__forward,dico_phrasis_0001896,en,en,at a port,at a coast
dico_phrasis_0001896__en-en__reverse,dico_phrasis_0001896,en,en,at a coast,at a port
dico_phrasis_0001898__en-en__forward,dico_phrasis_0001898,en,en,A smiling woman,a woman
dico_phrasis_0001898__en-en__reverse,dico_phrasis_0001898,en,en,a woman,A smiling woman
dico_phrasis_0001901__en-en__forward,dico_phrasis_0001901,en,en,while sitting,sitting
dico_phrasis_0001901__en-en__reverse,dico_phrasis_0001901,en,en,sitting,while sitting
dico_phrasis_0001904__en-en__forward,dico_phrasis_0001904,en,en,Two young people,Two people
dico_phrasis_0001904__en-en__reverse,dico_phrasis_0001904,en,en,Two people,Two young people
dico_phrasis_0001909__en-en__forward,dico_phrasis_0001909,en,en,in grassy field,in a field
dico_phrasis_0001909__en-en__reverse,dico_phrasis_0001909,en,en,in a field,in grassy field
dico_phrasis_0001910__en-en__forward,dico_phrasis_0001910,en,en,A black train,A train
dico_phrasis_0001910__en-en__reverse,dico_phrasis_0001910,en,en,A train,A black train
dico_phrasis_0001924__en-en__forward,dico_phrasis_0001924,en,en,A long-haired man,A man
dico_phrasis_0001924__en-en__reverse,dico_phrasis_0001924,en,en,A man,A long-haired man
dico_phrasis_0001925__en-en__forward,dico_phrasis_0001925,en,en,"between two large , half-empty Coke bottles",between two large bottles
dico_phrasis_0001925__en-en__reverse,dico_phrasis_0001925,en,en,between two large bottles,"between two large , half-empty Coke bottles"
dico_phrasis_0001927__en-en__forward,dico_phrasis_0001927,en,en,a brown double decker tour bus,A double-decker bus
dico_phrasis_0001927__en-en__reverse,dico_phrasis_0001927,en,en,A double-decker bus,a brown double decker tour bus
dico_phrasis_0001930__en-en__forward,dico_phrasis_0001930,en,en,with glasses and two plastic bottles,with two water bottles
dico_phrasis_0001930__en-en__reverse,dico_phrasis_0001930,en,en,with two water bottles,with glasses and two plastic bottles
dico_phrasis_0001941__en-en__forward,dico_phrasis_0001941,en,en,of people,of six people
dico_phrasis_0001941__en-en__reverse,dico_phrasis_0001941,en,en,of six people,of people
dico_phrasis_0001944__en-en__forward,dico_phrasis_0001944,en,en,Two cows,The cow
dico_phrasis_0001944__en-en__reverse,dico_phrasis_0001944,en,en,The cow,Two cows
dico_phrasis_0002031__en-en__forward,dico_phrasis_0002031,en,en,for new show,on stage
dico_phrasis_0002081__en-en__forward,dico_phrasis_0002081,en,en,on him,in its mouth
dico_phrasis_0002147__en-en__forward,dico_phrasis_0002147,en,en,on Syrian chemical arms,over Syria chemical claims
dico_phrasis_0002296__en-en__forward,dico_phrasis_0002296,en,en,in a shed,in a station
dico_phrasis_0002310__en-en__forward,dico_phrasis_0002310,en,en,rides,comes down
dico_phrasis_0002348__en-en__forward,dico_phrasis_0002348,en,en,in riding gear,is riding
dico_phrasis_0002385__en-en__forward,dico_phrasis_0002385,en,en,military airports,in military airport
dico_phrasis_0002454__en-en__forward,dico_phrasis_0002454,en,en,in Bangkok shooting,in US school shooting
dico_phrasis_0002615__en-en__forward,dico_phrasis_0002615,en,en,of one rooftop,from one balcony
dico_phrasis_0002630__en-en__forward,dico_phrasis_0002630,en,en,are playing,swim
dico_phrasis_0002684__en-en__forward,dico_phrasis_0002684,en,en,in a red ball pit,on a pit of blue balls
dico_phrasis_0002803__en-en__forward,dico_phrasis_0002803,en,en,as US Federal Reserve chief,as next Federal Reserve Chair
dico_phrasis_0003058__en-en__forward,dico_phrasis_0003058,en,en,a white horse,a brown horse
dico_phrasis_0003147__en-en__forward,dico_phrasis_0003147,en,en,A small cat,The small dog
dico_phrasis_0003160__en-en__forward,dico_phrasis_0003160,en,en,while the woman,a smiling woman
dico_phrasis_0003230__en-en__forward,dico_phrasis_0003230,en,en,Two women,Three men
dico_phrasis_0003261__en-en__forward,dico_phrasis_0003261,en,en,A black dog,A long-haired dog
dico_phrasis_0003286__en-en__forward,dico_phrasis_0003286,en,en,A goose,A black swan
dico_phrasis_0003558__en-en__forward,dico_phrasis_0003558,en,en,over Syria chemical weapons,used
dico_phrasis_0003600__en-en__forward,dico_phrasis_0003600,en,en,0.7 pct,orders
dico_phrasis_0003681__en-en__forward,dico_phrasis_0003681,en,en,Fed board,willingness
dico_phrasis_0003754__en-en__forward,dico_phrasis_0003754,en,en,fire,in Istanbul
dico_phrasis_0003795__en-en__forward,dico_phrasis_0003795,en,en,set for,hospitalized
dico_phrasis_0003800__en-en__forward,dico_phrasis_0003800,en,en,for Kazakhstan,Iran
dico_phrasis_0003857__en-en__forward,dico_phrasis_0003857,en,en,in Pakistan bus bombing,At least
dico_phrasis_0003892__en-en__forward,dico_phrasis_0003892,en,en,general election,announces
dico_phrasis_0003938__en-en__forward,dico_phrasis_0003938,en,en,to State Duma,to join
dico_phrasis_0003972__en-en__forward,dico_phrasis_0003972,en,en,wounds,Suicide bomb
dico_phrasis_0003995__en-en__forward,dico_phrasis_0003995,en,en,Ends,Glasgow Helicopter Crash
dico_phrasis_0004023__en-en__forward,dico_phrasis_0004023,en,en,Palestinian prisoners,raze
dico_phrasis_0004029__en-en__forward,dico_phrasis_0004029,en,en,"100,000",3 airports
dico_phrasis_0004038__en-en__forward,dico_phrasis_0004038,en,en,South Africa,Embark
dico_phrasis_0004052__en-en__forward,dico_phrasis_0004052,en,en,5 Dead,hits
dico_phrasis_0004056__en-en__forward,dico_phrasis_0004056,en,en,of ' heavy price ',Cabinet
dico_phrasis_0004145__en-en__forward,dico_phrasis_0004145,en,en,agree on,of chemical weapons deal
dico_phrasis_0004245__en-en__forward,dico_phrasis_0004245,en,en,to press,EU foreign ministers
dico_phrasis_0004262__en-en__forward,dico_phrasis_0004262,en,en,Six,in bus accident
dico_phrasis_0004271__en-en__forward,dico_phrasis_0004271,en,en,hails,behind sacking
dico_phrasis_0004281__en-en__forward,dico_phrasis_0004281,en,en,Pregnant Sudan woman,frees
dico_phrasis_0004414__en-en__forward,dico_phrasis_0004414,en,en,to announce,'s Sisi
dico_phrasis_0004432__en-en__forward,dico_phrasis_0004432,en,en,Ukraine,'s top court
dico_phrasis_0004530__en-en__forward,dico_phrasis_0004530,en,en,Two women,pose
dico_phrasis_0004719__en-en__forward,dico_phrasis_0004719,en,en,wearing,in the stands
dico_phrasis_0004743__en-en__forward,dico_phrasis_0004743,en,en,in a backyard,of children
dico_phrasis_0004755__en-en__forward,dico_phrasis_0004755,en,en,is smelling,a long leash
dico_phrasis_0004825__en-en__forward,dico_phrasis_0004825,en,en,an orange coat,A man and woman
dico_phrasis_0004931__en-en__forward,dico_phrasis_0004931,en,en,A black and white dog,across a green field
dico_phrasis_0004965__en-en__forward,dico_phrasis_0004965,en,en,a sparkler,is twisting
dico_phrasis_0005233__en-en__forward,dico_phrasis_0005233,en,en,of old men,A couple
dico_phrasis_0005355__en-en__forward,dico_phrasis_0005355,en,en,on the big screen,to the camera
dico_phrasis_0005451__en-en__forward,dico_phrasis_0005451,en,en,a game,are playing
dico_phrasis_0005509__en-en__forward,dico_phrasis_0005509,en,en,a jacket,playing
dico_phrasis_0005541__en-en__forward,dico_phrasis_0005541,en,en,and,on the floor
dico_phrasis_0005636__en-en__forward,dico_phrasis_0005636,en,en,raises,next to a blue wall
dico_phrasis_0005736__en-en__forward,dico_phrasis_0005736,en,en,a green Frisbee,to come down
dico_phrasis_0005741__en-en__forward,dico_phrasis_0005741,en,en,about to catch,it
dico_phrasis_0005768__en-en__forward,dico_phrasis_0005768,en,en,A man,at night
dico_phrasis_0005778__en-en__forward,dico_phrasis_0005778,en,en,is running,with a yellow ball
dico_phrasis_0005889__en-en__forward,dico_phrasis_0005889,en,en,after ski accident,for his life
dico_phrasis_0005934__en-en__forward,dico_phrasis_0005934,en,en,after economic meeting,close
dico_phrasis_0005972__en-en__forward,dico_phrasis_0005972,en,en,which has been passed,after they received information
dico_phrasis_0006046__en-en__forward,dico_phrasis_0006046,en,en,seek,to Texas blast site
dico_phrasis_0006109__en-en__forward,dico_phrasis_0006109,en,en,urges,to free
dico_phrasis_0006155__en-en__forward,dico_phrasis_0006155,en,en,Syria,of deadly attacks
dico_phrasis_0006381__en-en__forward,dico_phrasis_0006381,en,en,Royal sorrow,over nurse
dico_phrasis_0006390__en-en__forward,dico_phrasis_0006390,en,en,to Central African Republic,Gun battles
dico_phrasis_0006408__en-en__forward,dico_phrasis_0006408,en,en,UK police,seek
dico_phrasis_0006543__en-en__forward,dico_phrasis_0006543,en,en,in early trade,drag
dico_phrasis_0006556__en-en__forward,dico_phrasis_0006556,en,en,nasty comments,by taking away
dico_phrasis_0006564__en-en__forward,dico_phrasis_0006564,en,en,Angela Merkel,Big
dico_phrasis_0006665__en-en__forward,dico_phrasis_0006665,en,en,near rail station,crashes
dico_phrasis_0006671__en-en__forward,dico_phrasis_0006671,en,en,in Pakistan,kills
dico_phrasis_0006843__en-en__forward,dico_phrasis_0006843,en,en,at sea,US
dico_phrasis_0006876__en-en__forward,dico_phrasis_0006876,en,en,from Israeli prison,of cancer
dico_phrasis_0007026__en-en__forward,dico_phrasis_0007026,en,en,as firefighters,officials
dico_phrasis_0007053__en-en__forward,dico_phrasis_0007053,en,en,Iranians,Mali Presidential Election
dico_phrasis_0007137__en-en__forward,dico_phrasis_0007137,en,en,Train,Syria Chemical Weapons
dico_phrasis_0007233__en-en__forward,dico_phrasis_0007233,en,en,Lebanon businesses,political crisis
dico_phrasis_0007240__en-en__forward,dico_phrasis_0007240,en,en,South Korea,North Korea
dico_phrasis_0007332__en-en__forward,dico_phrasis_0007332,en,en,Britain,horsemeat scandal
dico_phrasis_0007400__en-en__forward,dico_phrasis_0007400,en,en,Agrees,` in principle '
dico_phrasis_0007467__en-en__forward,dico_phrasis_0007467,en,en,Putin ally,foul
dico_phrasis_0007510__en-en__forward,dico_phrasis_0007510,en,en,tallest building in US,Named
dico_phrasis_0007531__en-en__forward,dico_phrasis_0007531,en,en,including,3 dead
dico_phrasis_0007655__en-en__forward,dico_phrasis_0007655,en,en,after killings,Muslim Brotherhood
dico_phrasis_0007672__en-en__forward,dico_phrasis_0007672,en,en,'s Brotherhood,Set
dico_phrasis_0007705__en-en__forward,dico_phrasis_0007705,en,en,has determined,Syria
dico_phrasis_0007721__en-en__forward,dico_phrasis_0007721,en,en,Topless Women,Bulgaria President
dico_phrasis_0007783__en-en__forward,dico_phrasis_0007783,en,en,for chemical attack,to consider
dico_phrasis_0007935__en-en__forward,dico_phrasis_0007935,en,en,Muslim Brotherhood newspaper,arrested
dico_phrasis_0007963__en-en__forward,dico_phrasis_0007963,en,en,orders,Mubarak 's release request
dico_phrasis_0007964__en-en__forward,dico_phrasis_0007964,en,en,Bomb blast,in Pakistan
dico_phrasis_0008005__en-en__forward,dico_phrasis_0008005,en,en,in Kyiv,to cast
dico_phrasis_0008019__en-en__forward,dico_phrasis_0008019,en,en,A cat,high up
dico_phrasis_0008083__en-en__forward,dico_phrasis_0008083,en,en,A striped cat,on back
dico_phrasis_0008099__en-en__forward,dico_phrasis_0008099,en,en,A group,with food
dico_phrasis_0008155__en-en__forward,dico_phrasis_0008155,en,en,in a field,grazing
dico_phrasis_0008180__en-en__forward,dico_phrasis_0008180,en,en,is,Black and white lamb
dico_phrasis_0008278__en-en__forward,dico_phrasis_0008278,en,en,dressed,sitting down
dico_phrasis_0008478__en-en__forward,dico_phrasis_0008478,en,en,looking,Two women
dico_phrasis_0008753__en-en__forward,dico_phrasis_0008753,en,en,for a photo,in front of a silver train
dico_phrasis_0008762__en-en__forward,dico_phrasis_0008762,en,en,A woman,leading
dico_phrasis_0008794__en-en__forward,dico_phrasis_0008794,en,en,at camera,sit
dico_phrasis_0008870__en-en__forward,dico_phrasis_0008870,en,en,Young baby girl,A woman
dico_phrasis_0008880__en-en__forward,dico_phrasis_0008880,en,en,in a field,sitting
dico_phrasis_0009015__en-en__forward,dico_phrasis_0009015,en,en,on concrete,standing
dico_phrasis_0009042__en-en__forward,dico_phrasis_0009042,en,en,looking up,a sweater
dico_phrasis_0009047__en-en__forward,dico_phrasis_0009047,en,en,at the camera,in a bathroom sink
dico_phrasis_0009118__en-en__forward,dico_phrasis_0009118,en,en,in a blue shirt,A person
dico_phrasis_0009131__en-en__forward,dico_phrasis_0009131,en,en,Older man,in the background
dico_phrasis_0009232__en-en__forward,dico_phrasis_0009232,en,en,A black and white sheep,with a tag
dico_phrasis_0009249__en-en__forward,dico_phrasis_0009249,en,en,with a long face,A close-up
dico_phrasis_0009265__en-en__forward,dico_phrasis_0009265,en,en,The seagull,on the water
dico_phrasis_0009379__en-en__forward,dico_phrasis_0009379,en,en,sitting,at the camera
dico_phrasis_0009404__en-en__forward,dico_phrasis_0009404,en,en,in a black bikini top and jeans,is standing
dico_phrasis_0009547__en-en__forward,dico_phrasis_0009547,en,en,lying,Two women
dico_phrasis_0009593__en-en__forward,dico_phrasis_0009593,en,en,A black and white photo,A black and white dog
dico_phrasis_0009709__en-en__forward,dico_phrasis_0009709,en,en,Three sheep,in middle
dico_phrasis_0009722__en-en__forward,dico_phrasis_0009722,en,en,and,at the other
dico_phrasis_0009724__en-en__forward,dico_phrasis_0009724,en,en,and,as one
dico_phrasis_0009760__en-en__forward,dico_phrasis_0009760,en,en,by the water,Three people
dico_phrasis_0009771__en-en__forward,dico_phrasis_0009771,en,en,are reflected,in a red canoe
dico_phrasis_0009838__en-en__forward,dico_phrasis_0009838,en,en,with the word Julia,with water and a barge
dico_phrasis_0010095__en-en__forward,dico_phrasis_0010095,en,en,A black and white photo,of a bicycle
dico_phrasis_0010173__en-en__forward,dico_phrasis_0010173,en,en,A black and white cow,laying
