instance_id,pair_id,text1_lang,text2_lang,text1,text2,reverse_pair_id,label
dico_trial_0033__en-eu__forward,dico_trial_0033,en,eu,Thai opposition party,Thailandiako oposizioa,dico_trial_0033__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0033__en-eu__reverse,dico_trial_0033,en,eu,Thai opposition,Thailandiako oposizioko alderdia,dico_trial_0033__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0033__es-en__forward,dico_trial_0033,es,en,partido opositor tailandés,Thai opposition,dico_trial_0033__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0033__es-en__reverse,dico_trial_0033,es,en,oposición tailandesa,Thai opposition party,dico_trial_0033__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0033__es-eu__forward,dico_trial_0033,es,eu,partido opositor tailandés,Thailandiako oposizioa,dico_trial_0033__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0033__es-eu__reverse,dico_trial_0033,es,eu,oposición tailandesa,Thailandiako oposizioko alderdia,dico_trial_0033__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0033__eu-en__forward,dico_trial_0033,eu,en,Thailandiako oposizioko alderdia,Thai opposition,dico_trial_0033__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0033__eu-en__reverse,dico_trial_0033,eu,en,Thailandiako oposizioa,Thai opposition party,dico_trial_0033__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0033__eu-es__forward,dico_trial_0033,eu,es,Thailandiako oposizioko alderdia,oposición tailandesa,dico_trial_0033__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0033__eu-es__reverse,dico_trial_0033,eu,es,Thailandiako oposizioa,partido opositor tailandés,dico_trial_0033__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0034__en-es__forward,dico_trial_0034,en,es,bitter immigration debate,debate migratorio,dico_trial_0034__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0034__en-es__reverse,dico_trial_0034,en,es,immigration debate,duro debate migratorio,dico_trial_0034__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0034__en-eu__forward,dico_trial_0034,en,eu,bitter immigration debate,immigrazioari buruzko eztabaida,dico_trial_0034__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0034__en-eu__reverse,dico_trial_0034,en,eu,immigration debate,immigrazioari buruzko eztabaida gogorra,dico_trial_0034__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0034__es-en__forward,dico_trial_0034,es,en,duro debate migratorio,immigration debate,dico_trial_0034__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0034__es-en__reverse,dico_trial_0034,es,en,debate migratorio,bitter immigration debate,dico_trial_0034__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0034__es-eu__forward,dico_trial_0034,es,eu,duro debate migratorio,immigrazioari buruzko eztabaida,dico_trial_0034__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0034__es-eu__reverse,dico_trial_0034,es,eu,debate migratorio,immigrazioari buruzko eztabaida gogorra,dico_trial_0034__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0034__eu-en__forward,dico_trial_0034,eu,en,immigrazioari buruzko eztabaida gogorra,immigration debate,dico_trial_0034__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0034__eu-en__reverse,dico_trial_0034,eu,en,immigrazioari buruzko eztabaida,bitter immigration debate,dico_trial_0034__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0034__eu-es__forward,dico_trial_0034,eu,es,immigrazioari buruzko eztabaida gogorra,debate migratorio,dico_trial_0034__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0034__eu-es__reverse,dico_trial_0034,eu,es,immigrazioari buruzko eztabaida,duro debate migratorio,dico_trial_0034__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0035__en-es__forward,dico_trial_0035,en,es,to American adoption ban,a la prohibición de adopción,dico_trial_0035__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0035__en-es__reverse,dico_trial_0035,en,es,to adoption ban,a la prohibición estadounidense de adopción,dico_trial_0035__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0035__en-eu__forward,dico_trial_0035,en,eu,to American adoption ban,adopzio debekura,dico_trial_0035__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0035__en-eu__reverse,dico_trial_0035,en,eu,to adoption ban,AEBetako adopzio debekura,dico_trial_0035__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0035__es-en__forward,dico_trial_0035,es,en,a la prohibición estadounidense de adopción,to adoption ban,dico_trial_0035__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0035__es-en__reverse,dico_trial_0035,es,en,a la prohibición de adopción,to American adoption ban,dico_trial_0035__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0035__es-eu__forward,dico_trial_0035,es,eu,a la prohibición estadounidense de adopción,adopzio debekura,dico_trial_0035__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0035__es-eu__reverse,dico_trial_0035,es,eu,a la prohibición de adopción,AEBetako adopzio debekura,dico_trial_0035__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0035__eu-en__forward,dico_trial_0035,eu,en,AEBetako adopzio debekura,to adoption ban,dico_trial_0035__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0035__eu-en__reverse,dico_trial_0035,eu,en,adopzio debekura,to American adoption ban,dico_trial_0035__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0035__eu-es__forward,dico_trial_0035,eu,es,AEBetako adopzio debekura,a la prohibición de adopción,dico_trial_0035__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0035__eu-es__reverse,dico_trial_0035,eu,es,adopzio debekura,a la prohibición estadounidense de adopción,dico_trial_0035__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0036__en-es__forward,dico_trial_0036,en,es,gay marriage bill,matrimonio igualitario,dico_trial_0036__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0036__en-es__reverse,dico_trial_0036,en,es,gay marriage,proyecto de ley de matrimonio igualitario,dico_trial_0036__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0036__en-eu__forward,dico_trial_0036,en,eu,gay marriage bill,sexu bereko ezkontza,dico_trial_0036__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0036__en-eu__reverse,dico_trial_0036,en,eu,gay marriage,sexu bereko ezkontzaren lege-proiektua,dico_trial_0036__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0036__es-en__forward,dico_trial_0036,es,en,proyecto de ley de matrimonio igualitario,gay marriage,dico_trial_0036__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0036__es-en__reverse,dico_trial_0036,es,en,matrimonio igualitario,gay marriage bill,dico_trial_0036__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0036__es-eu__forward,dico_trial_0036,es,eu,proyecto de ley de matrimonio igualitario,sexu bereko ezkontza,dico_trial_0036__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0036__es-eu__reverse,dico_trial_0036,es,eu,matrimonio igualitario,sexu bereko ezkontzaren lege-proiektua,dico_trial_0036__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0036__eu-en__forward,dico_trial_0036,eu,en,sexu bereko ezkontzaren lege-proiektua,gay marriage,dico_trial_0036__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0036__eu-en__reverse,dico_trial_0036,eu,en,sexu bereko ezkontza,gay marriage bill,dico_trial_0036__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0036__eu-es__forward,dico_trial_0036,eu,es,sexu bereko ezkontzaren lege-proiektua,matrimonio igualitario,dico_trial_0036__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0036__eu-es__reverse,dico_trial_0036,eu,es,sexu bereko ezkontza,proyecto de ley de matrimonio igualitario,dico_trial_0036__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0037__en-es__forward,dico_trial_0037,en,es,Israeli envoys,enviado israelí,dico_trial_0037__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0037__en-es__reverse,dico_trial_0037,en,es,Israeli envoy,enviados israelíes,dico_trial_0037__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0037__en-eu__forward,dico_trial_0037,en,eu,Israeli envoys,Israelgo ordezkaria,dico_trial_0037__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0037__en-eu__reverse,dico_trial_0037,en,eu,Israeli envoy,Israelgo ordezkariak,dico_trial_0037__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0037__es-en__forward,dico_trial_0037,es,en,enviados israelíes,Israeli envoy,dico_trial_0037__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0037__es-en__reverse,dico_trial_0037,es,en,enviado israelí,Israeli envoys,dico_trial_0037__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0037__es-eu__forward,dico_trial_0037,es,eu,enviados israelíes,Israelgo ordezkaria,dico_trial_0037__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0037__es-eu__reverse,dico_trial_0037,es,eu,enviado israelí,Israelgo ordezkariak,dico_trial_0037__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0037__eu-en__forward,dico_trial_0037,eu,en,Israelgo ordezkariak,Israeli envoy,dico_trial_0037__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0037__eu-en__reverse,dico_trial_0037,eu,en,Israelgo ordezkaria,Israeli envoys,dico_trial_0037__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0037__eu-es__forward,dico_trial_0037,eu,es,Israelgo ordezkariak,enviado israelí,dico_trial_0037__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0037__eu-es__reverse,dico_trial_0037,eu,es,Israelgo ordezkaria,enviados israelíes,dico_trial_0037__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0038__en-es__forward,dico_trial_0038,en,es,over settlement plans,sobre asentamientos,dico_trial_0038__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0038__en-es__reverse,dico_trial_0038,en,es,over settlements,sobre planes de asentamientos,dico_trial_0038__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0038__en-eu__forward,dico_trial_0038,en,eu,over settlement plans,koloniei buruz,dico_trial_0038__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0038__en-eu__reverse,dico_trial_0038,en,eu,over settlements,kolonien planei buruz,dico_trial_0038__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0038__es-en__forward,dico_trial_0038,es,en,sobre planes de asentamientos,over settlements,dico_trial_0038__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0038__es-en__reverse,dico_trial_0038,es,en,sobre asentamientos,over settlement plans,dico_trial_0038__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0038__es-eu__forward,dico_trial_0038,es,eu,sobre planes de asentamientos,koloniei buruz,dico_trial_0038__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0038__es-eu__reverse,dico_trial_0038,es,eu,sobre asentamientos,kolonien planei buruz,dico_trial_0038__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0038__eu-en__forward,dico_trial_0038,eu,en,kolonien planei buruz,over settlements,dico_trial_0038__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0038__eu-en__reverse,dico_trial_0038,eu,en,koloniei buruz,over settlement plans,dico_trial_0038__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0038__eu-es__forward,dico_trial_0038,eu,es,kolonien planei buruz,sobre asentamientos,dico_trial_0038__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0038__eu-es__reverse,dico_trial_0038,eu,es,koloniei buruz,sobre planes de asentamientos,dico_trial_0038__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0039__en-es__forward,dico_trial_0039,en,es,2 car bombs,atentado con coche bomba,dico_trial_0039__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0039__en-es__reverse,dico_trial_0039,en,es,Car bombing,dos coches bomba,dico_trial_0039__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0039__en-eu__forward,dico_trial_0039,en,eu,2 car bombs,auto-bonba erasoa,dico_trial_0039__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0039__en-eu__reverse,dico_trial_0039,en,eu,Car bombing,bi auto-bonba,dico_trial_0039__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0039__es-en__forward,dico_trial_0039,es,en,dos coches bomba,Car bombing,dico_trial_0039__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0039__es-en__reverse,dico_trial_0039,es,en,atentado con coche bomba,2 car bombs,dico_trial_0039__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0039__es-eu__forward,dico_trial_0039,es,eu,dos coches bomba,auto-bonba erasoa,dico_trial_0039__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0039__es-eu__reverse,dico_trial_0039,es,eu,atentado con coche bomba,bi auto-bonba,dico_trial_0039__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0039__eu-en__forward,dico_trial_0039,eu,en,bi auto-bonba,Car bombing,dico_trial_0039__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0039__eu-en__reverse,dico_trial_0039,eu,en,auto-bonba erasoa,2 car bombs,dico_trial_0039__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0039__eu-es__forward,dico_trial_0039,eu,es,bi auto-bonba,atentado con coche bomba,dico_trial_0039__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0039__eu-es__reverse,dico_trial_0039,eu,es,auto-bonba erasoa,dos coches bomba,dico_trial_0039__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0040__en-es__forward,dico_trial_0040,en,es,in Libya 's Benghazi,en Bengasi,dico_trial_0040__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0040__en-es__reverse,dico_trial_0040,en,es,in Benghazi,"en Bengasi, Libia",dico_trial_0040__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0040__en-eu__forward,dico_trial_0040,en,eu,in Libya 's Benghazi,Bengasin,dico_trial_0040__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0040__en-eu__reverse,dico_trial_0040,en,eu,in Benghazi,Libiako Bengasin,dico_trial_0040__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0040__es-en__forward,dico_trial_0040,es,en,"en Bengasi, Libia",in Benghazi,dico_trial_0040__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0040__es-en__reverse,dico_trial_0040,es,en,en Bengasi,in Libya 's Benghazi,dico_trial_0040__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0040__es-eu__forward,dico_trial_0040,es,eu,"en Bengasi, Libia",Bengasin,dico_trial_0040__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0040__es-eu__reverse,dico_trial_0040,es,eu,en Bengasi,Libiako Bengasin,dico_trial_0040__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0040__eu-en__forward,dico_trial_0040,eu,en,Libiako Bengasin,in Benghazi,dico_trial_0040__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0040__eu-en__reverse,dico_trial_0040,eu,en,Bengasin,in Libya 's Benghazi,dico_trial_0040__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0040__eu-es__forward,dico_trial_0040,eu,es,Libiako Bengasin,en Bengasi,dico_trial_0040__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0040__eu-es__reverse,dico_trial_0040,eu,es,Bengasin,"en Bengasi, Libia",dico_trial_0040__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0041__en-es__forward,dico_trial_0041,en,es,for Same-Sex Marriages Hearing,por el matrimonio igualitario,dico_trial_0041__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0041__en-es__reverse,dico_trial_0041,en,es,for same-sex marriage,para la audiencia sobre matrimonio igualitario,dico_trial_0041__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0041__en-eu__forward,dico_trial_0041,en,eu,for Same-Sex Marriages Hearing,sexu bereko ezkontzaren alde,dico_trial_0041__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0041__en-eu__reverse,dico_trial_0041,en,eu,for same-sex marriage,sexu bereko ezkontzen entzunaldirako,dico_trial_0041__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0041__es-en__forward,dico_trial_0041,es,en,para la audiencia sobre matrimonio igualitario,for same-sex marriage,dico_trial_0041__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0041__es-en__reverse,dico_trial_0041,es,en,por el matrimonio igualitario,for Same-Sex Marriages Hearing,dico_trial_0041__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0041__es-eu__forward,dico_trial_0041,es,eu,para la audiencia sobre matrimonio igualitario,sexu bereko ezkontzaren alde,dico_trial_0041__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0041__es-eu__reverse,dico_trial_0041,es,eu,por el matrimonio igualitario,sexu bereko ezkontzen entzunaldirako,dico_trial_0041__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0041__eu-en__forward,dico_trial_0041,eu,en,sexu bereko ezkontzen entzunaldirako,for same-sex marriage,dico_trial_0041__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0041__eu-en__reverse,dico_trial_0041,eu,en,sexu bereko ezkontzaren alde,for Same-Sex Marriages Hearing,dico_trial_0041__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0041__eu-es__forward,dico_trial_0041,eu,es,sexu bereko ezkontzen entzunaldirako,por el matrimonio igualitario,dico_trial_0041__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0041__eu-es__reverse,dico_trial_0041,eu,es,sexu bereko ezkontzaren alde,para la audiencia sobre matrimonio igualitario,dico_trial_0041__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0042__en-es__forward,dico_trial_0042,en,es,landmark nuclear deal,acuerdo nuclear,dico_trial_0042__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0042__en-es__reverse,dico_trial_0042,en,es,nuclear deal,acuerdo nuclear histórico,dico_trial_0042__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0042__en-eu__forward,dico_trial_0042,en,eu,landmark nuclear deal,akordio nuklearra,dico_trial_0042__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0042__en-eu__reverse,dico_trial_0042,en,eu,nuclear deal,akordio nuklear historikoa,dico_trial_0042__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0042__es-en__forward,dico_trial_0042,es,en,acuerdo nuclear histórico,nuclear deal,dico_trial_0042__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0042__es-en__reverse,dico_trial_0042,es,en,acuerdo nuclear,landmark nuclear deal,dico_trial_0042__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0042__es-eu__forward,dico_trial_0042,es,eu,acuerdo nuclear histórico,akordio nuklearra,dico_trial_0042__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0042__es-eu__reverse,dico_trial_0042,es,eu,acuerdo nuclear,akordio nuklear historikoa,dico_trial_0042__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0042__eu-en__forward,dico_trial_0042,eu,en,akordio nuklear historikoa,nuclear deal,dico_trial_0042__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0042__eu-en__reverse,dico_trial_0042,eu,en,akordio nuklearra,landmark nuclear deal,dico_trial_0042__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0042__eu-es__forward,dico_trial_0042,eu,es,akordio nuklear historikoa,acuerdo nuclear,dico_trial_0042__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0042__eu-es__reverse,dico_trial_0042,eu,es,akordio nuklearra,acuerdo nuclear histórico,dico_trial_0042__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0043__en-es__forward,dico_trial_0043,en,es,"carry-on liquids , gels",líquidos de mano,dico_trial_0043__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0043__en-es__reverse,dico_trial_0043,en,es,carry-on liquids,líquidos y geles de mano,dico_trial_0043__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0043__en-eu__forward,dico_trial_0043,en,eu,"carry-on liquids , gels",eskuko ekipajeko likidoak,dico_trial_0043__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0043__en-eu__reverse,dico_trial_0043,en,eu,carry-on liquids,eskuko ekipajeko likidoak eta gelak,dico_trial_0043__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0043__es-en__forward,dico_trial_0043,es,en,líquidos y geles de mano,carry-on liquids,dico_trial_0043__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0043__es-en__reverse,dico_trial_0043,es,en,líquidos de mano,"carry-on liquids , gels",dico_trial_0043__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0043__es-eu__forward,dico_trial_0043,es,eu,líquidos y geles de mano,eskuko ekipajeko likidoak,dico_trial_0043__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0043__es-eu__reverse,dico_trial_0043,es,eu,líquidos de mano,eskuko ekipajeko likidoak eta gelak,dico_trial_0043__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0043__eu-en__forward,dico_trial_0043,eu,en,eskuko ekipajeko likidoak eta gelak,carry-on liquids,dico_trial_0043__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0043__eu-en__reverse,dico_trial_0043,eu,en,eskuko ekipajeko likidoak,"carry-on liquids , gels",dico_trial_0043__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0043__eu-es__forward,dico_trial_0043,eu,es,eskuko ekipajeko likidoak eta gelak,líquidos de mano,dico_trial_0043__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0043__eu-es__reverse,dico_trial_0043,eu,es,eskuko ekipajeko likidoak,líquidos y geles de mano,dico_trial_0043__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0044__en-es__forward,dico_trial_0044,en,es,US stocks,acciones,dico_trial_0044__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0044__en-es__reverse,dico_trial_0044,en,es,stocks,acciones estadounidenses,dico_trial_0044__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0044__en-eu__forward,dico_trial_0044,en,eu,US stocks,akzioak,dico_trial_0044__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0044__en-eu__reverse,dico_trial_0044,en,eu,stocks,AEBetako akzioak,dico_trial_0044__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0044__es-en__forward,dico_trial_0044,es,en,acciones estadounidenses,stocks,dico_trial_0044__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0044__es-en__reverse,dico_trial_0044,es,en,acciones,US stocks,dico_trial_0044__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0044__es-eu__forward,dico_trial_0044,es,eu,acciones estadounidenses,akzioak,dico_trial_0044__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0044__es-eu__reverse,dico_trial_0044,es,eu,acciones,AEBetako akzioak,dico_trial_0044__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0044__eu-en__forward,dico_trial_0044,eu,en,AEBetako akzioak,stocks,dico_trial_0044__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0044__eu-en__reverse,dico_trial_0044,eu,en,akzioak,US stocks,dico_trial_0044__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0044__eu-es__forward,dico_trial_0044,eu,es,AEBetako akzioak,acciones,dico_trial_0044__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0044__eu-es__reverse,dico_trial_0044,eu,es,akzioak,acciones estadounidenses,dico_trial_0044__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0045__en-es__forward,dico_trial_0045,en,es,in Syrian capital,en Siria,dico_trial_0045__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0045__en-es__reverse,dico_trial_0045,en,es,in Syria,en la capital siria,dico_trial_0045__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0045__en-eu__forward,dico_trial_0045,en,eu,in Syrian capital,Sirian,dico_trial_0045__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0045__en-eu__reverse,dico_trial_0045,en,eu,in Syria,Siriako hiriburuan,dico_trial_0045__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0045__es-en__forward,dico_trial_0045,es,en,en la capital siria,in Syria,dico_trial_0045__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0045__es-en__reverse,dico_trial_0045,es,en,en Siria,in Syrian capital,dico_trial_0045__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0045__es-eu__forward,dico_trial_0045,es,eu,en la capital siria,Sirian,dico_trial_0045__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0045__es-eu__reverse,dico_trial_0045,es,eu,en Siria,Siriako hiriburuan,dico_trial_0045__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0045__eu-en__forward,dico_trial_0045,eu,en,Siriako hiriburuan,in Syria,dico_trial_0045__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0045__eu-en__reverse,dico_trial_0045,eu,en,Sirian,in Syrian capital,dico_trial_0045__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0045__eu-es__forward,dico_trial_0045,eu,es,Siriako hiriburuan,en Siria,dico_trial_0045__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0045__eu-es__reverse,dico_trial_0045,eu,es,Sirian,en la capital siria,dico_trial_0045__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0046__en-es__forward,dico_trial_0046,en,es,a soccer ball,una pelota,dico_trial_0046__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0046__en-es__reverse,dico_trial_0046,en,es,a ball,un balón de fútbol,dico_trial_0046__es-en__forward,BACKWARD_ENTAILMENT
dico_trial_0046__en-eu__forward,dico_trial_0046,en,eu,a soccer ball,pilota bat,dico_trial_0046__eu-en__reverse,FORWARD_ENTAILMENT
dico_trial_0046__en-eu__reverse,dico_trial_0046,en,eu,a ball,futboleko baloi bat,dico_trial_0046__eu-en__forward,BACKWARD_ENTAILMENT
dico_trial_0046__es-en__forward,dico_trial_0046,es,en,un balón de fútbol,a ball,dico_trial_0046__en-es__reverse,FORWARD_ENTAILMENT
dico_trial_0046__es-en__reverse,dico_trial_0046,es,en,una pelota,a soccer ball,dico_trial_0046__en-es__forward,BACKWARD_ENTAILMENT
dico_trial_0046__es-eu__forward,dico_trial_0046,es,eu,un balón de fútbol,pilota bat,dico_trial_0046__eu-es__reverse,FORWARD_ENTAILMENT
dico_trial_0046__es-eu__reverse,dico_trial_0046,es,eu,una pelota,futboleko baloi bat,dico_trial_0046__eu-es__forward,BACKWARD_ENTAILMENT
dico_trial_0046__eu-en__forward,dico_trial_0046,eu,en,futboleko baloi bat,a ball,dico_trial_0046__en-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0046__eu-en__reverse,dico_trial_0046,eu,en,pilota bat,a soccer ball,dico_trial_0046__en-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0046__eu-es__forward,dico_trial_0046,eu,es,futboleko baloi bat,una pelota,dico_trial_0046__es-eu__reverse,FORWARD_ENTAILMENT
dico_trial_0046__eu-es__reverse,dico_trial_0046,eu,es,pilota bat,un balón de fútbol,dico_trial_0046__es-eu__forward,BACKWARD_ENTAILMENT
dico_trial_0047__en-es__forward,dico_trial_0047,en,es,A brown dog,un perro,dico_trial_0047__es-en__reverse,FORWARD_ENTAILMENT
dico_trial_0047__en-es__reverse,dico_trial_0047,en,es,A dog,un perro marrón,dico_trial_0047__es-en__forward,BACKWARD_ENTAILMENT
